org_name.x,org_city.x,org_state.x,lat.x,lon.x,org_name.y,org_city.y,org_state.y,lat.y,lon.y,org_name.dist,org_city.dist,org_state.dist,org_name
University of Texas San Antonio,San Antonio,TX,29.56712,-98.60572,University of Texas at San Antonio,San Antonio,TX,29.5830733,-98.6198779,0.067046173,5.55E-17,5.55E-17,University of Texas San Antonio
University of Texas at Austin,Austin,TX,30.29119,-97.73757,University of Houston,Houston,TX,29.718091,-95.336483,0.201833607,0.253968254,5.55E-17,NA
University of Texas at Austin,Austin,TX,30.29119,-97.73757,University of Houston - Clear Lake,Houston,TX,29.5822342,-95.0983932,0.242026046,0.253968254,5.55E-17,NA
University of Toledo Health Science Campus,Toledo,OH,41.61955,-83.62073,University of Toledo,Toledo,OH,41.6623201,-83.6170915,0.174603175,5.55E-17,5.55E-17,University of Toledo
University of Tx Md Anderson Cancer Center,Houston,TX,29.70632,-95.3972,University of Houston,Houston,TX,29.718091,-95.336483,0.281512605,5.55E-17,5.55E-17,NA
University of Tx Md Anderson Cancer Center,Houston,TX,29.70632,-95.3972,University of Houston - Clear Lake,Houston,TX,29.5822342,-95.0983932,0.283155929,5.55E-17,5.55E-17,NA
University of Tx Md Anderson Cancer Center,Houston,TX,29.70632,-95.3972,University of Texas at Austin,Austin,TX,30.2861062,-97.7393634,0.262828407,0.253968254,5.55E-17,NA
University of Vermont and State Agricultural College,Burlington,VT,44.47828,-73.20108,University of Vermont & State Agricultural College,Burlington,VT,44.4782586,-73.201147,0.087121926,5.55E-17,5.55E-17,University of Vermont and State Agricultural College
University of Virginia,Charlottesville,VA,38.05053,-78.50053,University of Virginia Main Campus,Charlottesville,VA,38.0494904,-78.5017218,0.117647059,5.55E-17,5.55E-17,University of Virginia
University of Wisconsin Milwaukee,Milwaukee,WI,43.0757,-87.878,University of Wisconsin-Milwaukee,Milwaukee,WI,43.075684,-87.8789516,0.02020202,5.55E-17,5.55E-17,University of Wisconsin-Milwaukee
Virginia Polytechnic Institute and St Univ,Blacksburg,VA,37.23306,-80.421,Virginia Polytechnic Institute and State University,Blacksburg,VA,37.2333339,-80.420916,0.058823529,5.55E-17,5.55E-17,Virginia Polytechnic Institute and State University
Washington University,Saint Louis,MO,38.66437,-90.3238,Saint Louis University,Saint Louis,MO,38.6366077,-90.2334261,0.256896698,5.55E-17,5.55E-17,NA
Worcester Polytechnic Institute,Worcester,MA,42.27404,-71.80669,Worcester State University,Worcester,MA,42.2662431,-71.8420657,0.227185001,5.55E-17,5.55E-17,NA
University of Missouri Kansas City,Kansas City,MO,39.03452,-94.57577,University of Missouri-Kansas City,Columbia,MO,38.9367982,-92.3410324,0.151425583,5.55E-17,5.55E-17,University of Missouri Kansas City
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,University of Massachusetts Boston,Dorchester,MA,42.3148925,-71.0393145,0.163437971,0.103703704,5.55E-17,University of Massachusetts Boston
Academic Pediatric Association,Mc Lean,VA,38.93747,-77.17694,NA,NA,NA,NA,NA,NA,NA,NA,Academic Pediatric Association
Access Health Inc.,Muskegon,MI,43.23096,-86.24311,NA,NA,NA,NA,NA,NA,NA,NA,Access Health Inc.
"Accurius Therapeutics, Inc.",Lexington,MA,42.45835,-71.20621,NA,NA,NA,NA,NA,NA,NA,NA,"Accurius Therapeutics, Inc."
Alabama State University,Montgomery,AL,32.36501,-86.2957,NA,NA,NA,NA,NA,NA,NA,NA,Alabama State University
Albert Einstein College of Medicine,Bronx,NY,40.85103,-73.84438,NA,NA,NA,NA,NA,NA,NA,NA,Albert Einstein College of Medicine
Allen Institute,Seattle,WA,47.65008,-122.3516,NA,NA,NA,NA,NA,NA,NA,NA,Allen Institute
American Gastroenterological Association Institute,Bethesda,MD,38.98933,-77.0992,NA,NA,NA,NA,NA,NA,NA,NA,American Gastroenterological Association Institute
Arizona State University-Tempe Campus,Scottsdale,AZ,33.42395,-111.94069,NA,NA,NA,NA,NA,NA,NA,NA,Arizona State University-Tempe
Arkansas Cancer Coalition,Little Rock,AR,34.75984,-92.34041,NA,NA,NA,NA,NA,NA,NA,NA,Arkansas Cancer Coalition
Asian American Health Coalition,Houston,TX,29.71509,-95.55379,NA,NA,NA,NA,NA,NA,NA,NA,Asian American Health Coalition
Asian Community Health Coalition,Philadelphia,PA,39.9607,-75.15706,NA,NA,NA,NA,NA,NA,NA,NA,Asian Community Health Coalition
Augusta University,Augusta,GA,33.47096,-81.9914,NA,NA,NA,NA,NA,NA,NA,NA,Augusta University
Banner Health,Phoenix,AZ,33.43342,-112.08759,NA,NA,NA,NA,NA,NA,NA,NA,Banner Health
Baylor College of Medicine,Houston,TX,29.70926,-95.40085,NA,NA,NA,NA,NA,NA,NA,NA,Baylor College of Medicine
Baylor University,Waco,TX,31.55571,-97.1214,NA,NA,NA,NA,NA,NA,NA,NA,Baylor University
Beckman Research Institute,Duarte,CA,34.12772,-117.97244,NA,NA,NA,NA,NA,NA,NA,NA,Beckman Research Institute
"Bellage, Inc.",Sunnyside,NY,40.74767,-73.9181,NA,NA,NA,NA,NA,NA,NA,NA,"Bellage, Inc."
Beth Israel Deaconess Medical Center,Boston,MA,42.33982,-71.10568,NA,NA,NA,NA,NA,NA,NA,NA,Beth Israel Deaconess Medical Center
Boston Children's Hospital,Boston,MA,42.33748,-71.10496,NA,NA,NA,NA,NA,NA,NA,NA,Boston Children's Hospital
Boston Medical Center,Boston,MA,42.33685,-71.07088,NA,NA,NA,NA,NA,NA,NA,NA,Boston Medical Center
Brigham and Women's Hospital,Boston,MA,42.33611,-71.10748,NA,NA,NA,NA,NA,NA,NA,NA,Brigham and Women's Hospital
"Broad Institute, Inc.",Cambridge,MA,42.36308,-71.08789,NA,NA,NA,NA,NA,NA,NA,NA,"Broad Institute, Inc."
"Bronxworks, Inc.",Bronx,NY,40.851,-73.9081,NA,NA,NA,NA,NA,NA,NA,NA,"Bronxworks, Inc."
Brooklyn College,New York,NY,40.63164,-73.95287,NA,NA,NA,NA,NA,NA,NA,NA,Brooklyn College
Butler Hospital,Providence,RI,41.84359,-71.37966,NA,NA,NA,NA,NA,NA,NA,NA,Butler Hospital
California Institute of Technology,Pasadena,CA,34.13433,-118.12652,NA,NA,NA,NA,NA,NA,NA,NA,California Institute of Technology
California State University Bakersfield,Bakersfield,CA,35.35426,-119.10759,NA,NA,NA,NA,NA,NA,NA,NA,California State University Bakersfield
California State University Fullerton,Fullerton,CA,33.8781,-117.88425,NA,NA,NA,NA,NA,NA,NA,NA,California State University Fullerton
Cambridge Health Alliance,Cambridge,MA,42.37442,-71.10444,NA,NA,NA,NA,NA,NA,NA,NA,Cambridge Health Alliance
Campesinos Sin Fronteras,Somerton,AZ,32.59632,-114.7127,NA,NA,NA,NA,NA,NA,NA,NA,Campesinos Sin Fronteras
Cedars-Sinai Medical Center,Los Angeles,CA,34.07654,-118.38,NA,NA,NA,NA,NA,NA,NA,NA,Cedars-Sinai Medical Center
Center for Innovative Public Health Research,San Clemente,CA,33.43004,-117.61655,NA,NA,NA,NA,NA,NA,NA,NA,Center for Innovative Public Health Research
Charles R. Drew University of Medicine & Science,Los Angeles,CA,33.92395,-118.24569,NA,NA,NA,NA,NA,NA,NA,NA,Charles R. Drew University of Medicine & Science
Cherokee Nation,Tahlequah,OK,35.85318,-94.99067,NA,NA,NA,NA,NA,NA,NA,NA,Cherokee Nation
Children's Hospital of Philadelphia,Philadelphia,PA,39.94663,-75.1966,NA,NA,NA,NA,NA,NA,NA,NA,Children's Hospital of Philadelphia
Children's Research Institute,Washington,DC,38.92727,-77.0144,NA,NA,NA,NA,NA,NA,NA,NA,Children's Research Institute
Cincinnati Children's Hospital Medical Center,Cincinnati,OH,39.14066,-84.50101,NA,NA,NA,NA,NA,NA,NA,NA,Cincinnati Children's Hospital Medical Center
City College of New York,New York,NY,40.81941,-73.95017,NA,NA,NA,NA,NA,NA,NA,NA,City College of New York
Claflin University,Orangeburg,SC,33.49592,-80.85546,NA,NA,NA,NA,NA,NA,NA,NA,Claflin University
Cleveland Clinic Lerner College of Medicine - Case Western Reserve University,Cleveland,OH,41.50266,-81.62213,NA,NA,NA,NA,NA,NA,NA,NA,Cleveland Clinic Lerner College of Medicine - Case Western Reserve University
Cold Spring Harbor Laboratory,Cold Spring Harbor,NY,40.86755,-73.47346,NA,NA,NA,NA,NA,NA,NA,NA,Cold Spring Harbor Laboratory
Colliga Apps Corp.,Austin,TX,25.76305,-80.19045,NA,NA,NA,NA,NA,NA,NA,NA,Colliga Apps Corp.
Creighton University,Omaha,NE,41.2643,-95.94809,NA,NA,NA,NA,NA,NA,NA,NA,Creighton University
Dana-Farber Cancer Institute,Boston,MA,42.33759,-71.10828,NA,NA,NA,NA,NA,NA,NA,NA,Dana-Farber Cancer Institute
Dartmouth-Hitchcock Clinic,Lebanon,NH,43.63701,-72.25238,NA,NA,NA,NA,NA,NA,NA,NA,Dartmouth-Hitchcock Clinic
"Delta Health Alliance, Inc.",Stoneville,MS,33.40757,-90.91122,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Health Alliance, Inc."
Denver Health and Hospital Authority,Denver,CO,39.7273,-104.99157,NA,NA,NA,NA,NA,NA,NA,NA,Denver Health and Hospital Authority
East Tennessee State University,Johnson City,TN,36.33089,-82.36558,NA,NA,NA,NA,NA,NA,NA,NA,East Tennessee State University
"Ecohealth Alliance, Inc.",New York,NY,40.75406,-73.99895,NA,NA,NA,NA,NA,NA,NA,NA,"Ecohealth Alliance, Inc."
Emma Pendleton Bradley Hospital,Riverside,RI,41.79238,-71.3674,NA,NA,NA,NA,NA,NA,NA,NA,Emma Pendleton Bradley Hospital
Endeavor Health Clinical Operations,Evanston,IL,42.0647,-87.68987,NA,NA,NA,NA,NA,NA,NA,NA,Endeavor Health Clinical Operations
Endocrine Society,Washington,DC,38.90411,-77.04616,NA,NA,NA,NA,NA,NA,NA,NA,Endocrine Society
"Equiti Foods, LLC",Chapel Hill,NC,35.90131,-79.06105,NA,NA,NA,NA,NA,NA,NA,NA,"Equiti Foods, LLC"
"Families Against Narcotics, Inc.",Clinton Twp,MI,42.55372,-82.92816,NA,NA,NA,NA,NA,NA,NA,NA,"Families Against Narcotics, Inc."
Father Flanagan's Boys' Home,Boys Town,NE,41.25345,-96.13386,NA,NA,NA,NA,NA,NA,NA,NA,Father Flanagan's Boys' Home
Fayetteville State University,Fayetteville,NC,35.07155,-78.89445,NA,NA,NA,NA,NA,NA,NA,NA,Fayetteville State University
Fenway Community Health Center,Boston,MA,42.34412,-71.09841,NA,NA,NA,NA,NA,NA,NA,NA,Fenway Community Health Center
Feonix - Mobility Rising,Lincoln,NE,40.85914,-96.72561,NA,NA,NA,NA,NA,NA,NA,NA,Feonix - Mobility Rising
Fort Lewis College,Durango,CO,37.27498,-107.87204,NA,NA,NA,NA,NA,NA,NA,NA,Fort Lewis College
Fred Hutchinson Cancer Center,Seattle,WA,47.62648,-122.32961,NA,NA,NA,NA,NA,NA,NA,NA,Fred Hutchinson Cancer Center
"Friends Research Institute, Inc.",Baltimore,MD,39.30368,-76.61989,NA,NA,NA,NA,NA,NA,NA,NA,"Friends Research Institute, Inc."
"Function Promoting Therapies, LLC",Boston,MA,42.33724,-71.10217,NA,NA,NA,NA,NA,NA,NA,NA,"Function Promoting Therapies, LLC"
"Genendeavor, LLC",Hayward,CA,37.52099,-121.94829,NA,NA,NA,NA,NA,NA,NA,NA,"Genendeavor, LLC"
Genetobe Inc.,Ann Arbor,MI,42.32232,-83.65208,NA,NA,NA,NA,NA,NA,NA,NA,Genetobe Inc.
Georgia Institute of Technology,Atlanta,GA,33.7819,-84.40401,NA,NA,NA,NA,NA,NA,NA,NA,Georgia Institute of Technology
Gladstone Institutes,San Francisco,CA,37.76762,-122.39432,NA,NA,NA,NA,NA,NA,NA,NA,Gladstone Institutes
Hackensack University Medical Center,Hackensack,NJ,40.88342,-74.05565,NA,NA,NA,NA,NA,NA,NA,NA,Hackensack University Medical Center
Hartford Hospital,Hartford,CT,41.75412,-72.67985,NA,NA,NA,NA,NA,NA,NA,NA,Hartford Hospital
"Harvard Pilgrim Health Care, Inc.",Canton,MA,42.31681,-71.2346,NA,NA,NA,NA,NA,NA,NA,NA,"Harvard Pilgrim Health Care, Inc."
Harvard University,Boston,MA,42.33531,-71.10277,NA,NA,NA,NA,NA,NA,NA,NA,Harvard University
Harvard University,Boston,MA,42.33567,-71.10424,NA,NA,NA,NA,NA,NA,NA,NA,Harvard University
"Health Choice Network, Inc.",Miami,FL,25.78484,-80.34186,NA,NA,NA,NA,NA,NA,NA,NA,"Health Choice Network, Inc."
Healthpartners Institute,Bloomington,MN,44.85364,-93.22558,Healthpartners Institute,Minneapolis,MN,44.8556156,-93.2278842,0.290395372,5.55E-17,5.55E-17,Healthpartners Institute
Healthy Tarrant County Collaboration,Fort Worth,TX,32.76545,-97.25287,NA,NA,NA,NA,NA,NA,NA,NA,Healthy Tarrant County Collaboration
Hebrew Rehabilitation Center for Aged,Boston,MA,42.29668,-71.13073,NA,NA,NA,NA,NA,NA,NA,NA,Hebrew Rehabilitation Center for Aged
Herbert H. Lehman College,New York,NY,40.87086,-73.8866,NA,NA,NA,NA,NA,NA,NA,NA,Herbert H. Lehman College
Hopa Mountain,Bozeman,MT,45.67802,-111.03301,NA,NA,NA,NA,NA,NA,NA,NA,Hopa Mountain
Hospital for Special Surgery,New York,NY,40.76532,-73.95395,NA,NA,NA,NA,NA,NA,NA,NA,Hospital for Special Surgery
Housing Authority of the City of Los Angeles,Los Angeles,CA,34.06041,-118.28167,NA,NA,NA,NA,NA,NA,NA,NA,Housing Authority of the City of Los Angeles
Hugo W. Moser Research Institute Kennedy Krieger,Baltimore,MD,39.2987,-76.59368,NA,NA,NA,NA,NA,NA,NA,NA,Hugo W. Moser Research Institute Kennedy Krieger
Hunter College,New York,NY,40.76874,-73.96518,NA,NA,NA,NA,NA,NA,NA,NA,Hunter College
Ibis Reproductive Health,Cambridge,MA,42.37281,-71.1191,NA,NA,NA,NA,NA,NA,NA,NA,Ibis Reproductive Health
Icahn School of Medicine at Mount Sinai,New York,NY,40.79028,-73.94678,NA,NA,NA,NA,NA,NA,NA,NA,Icahn School of Medicine at Mount Sinai
Indiana University Indianapolis,Indianapolis,IN,39.77921,-86.17529,NA,NA,NA,NA,NA,NA,NA,NA,Indiana University Indianapolis
"Innovation Research and Training, Inc.",Durham,NC,35.96456,-78.94053,NA,NA,NA,NA,NA,NA,NA,NA,"Innovation Research and Training, Inc."
Institute for Systems Biology,Seattle,WA,47.62254,-122.33753,NA,NA,NA,NA,NA,NA,NA,NA,Institute for Systems Biology
"Iris Media, Inc.",Eugene,OR,44.04872,-123.08848,NA,NA,NA,NA,NA,NA,NA,NA,"Iris Media, Inc."
"Isa Associates, Inc.",Arlington,VA,38.80541,-77.03984,NA,NA,NA,NA,NA,NA,NA,NA,"Isa Associates, Inc."
Jackson Laboratory,Bar Harbor,ME,44.36536,-68.1963,NA,NA,NA,NA,NA,NA,NA,NA,Jackson Laboratory
Kaiser Foundation Research Institute,Oakland,CA,37.80577,-122.26521,NA,NA,NA,NA,NA,NA,NA,NA,Kaiser Foundation Research Institute
Keck Graduate Institute of Applied Life Sciences,Claremont,CA,34.09248,-117.72201,NA,NA,NA,NA,NA,NA,NA,NA,Keck Graduate Institute of Applied Life Sciences
Kennesaw State University,Kennesaw,GA,34.03432,-84.57428,NA,NA,NA,NA,NA,NA,NA,NA,Kennesaw State University
LSU Health Scienes Center,New Orleans,LA,29.95738,-90.08279,NA,NA,NA,NA,NA,NA,NA,NA,LSU Health Scienes Center
LSU Pennington Biomedical Research Center,Baton Rouge,LA,30.40335,-91.12269,NA,NA,NA,NA,NA,NA,NA,NA,LSU Pennington Biomedical Research Center
La Jolla Institute for Immunology,La Jolla,CA,32.83878,-117.25324,NA,NA,NA,NA,NA,NA,NA,NA,La Jolla Institute for Immunology
Laureate Institute for Brain Research,Tulsa,OK,36.06624,-95.91946,NA,NA,NA,NA,NA,NA,NA,NA,Laureate Institute for Brain Research
Loma Linda University,Loma Linda,CA,34.05174,-117.26178,NA,NA,NA,NA,NA,NA,NA,NA,Loma Linda University
Loyola Marymount University,Los Angeles,CA,33.96968,-118.41614,NA,NA,NA,NA,NA,NA,NA,NA,Loyola Marymount University
Loyola University Medical Center,Maywood,IL,41.86516,-87.83338,NA,NA,NA,NA,NA,NA,NA,NA,Loyola University Medical Center
MGH Institute of Health Professions,Charlestown,MA,42.37496,-71.05421,NA,NA,NA,NA,NA,NA,NA,NA,MGH Institute of Health Professions
Magee-Women's Research Institute and Foundation,Pittsburgh,PA,40.43708,-79.96154,NA,NA,NA,NA,NA,NA,NA,NA,Magee-Women's Research Institute and Foundation
Mainehealth,Portland,ME,43.65316,-70.27547,NA,NA,NA,NA,NA,NA,NA,NA,Mainehealth
Marquette University,Milwaukee,WI,43.03873,-87.92331,NA,NA,NA,NA,NA,NA,NA,NA,Marquette University
Massachusetts General Hospital,Boston,MA,42.3632,-71.06877,NA,NA,NA,NA,NA,NA,NA,NA,Massachusetts General Hospital
Mayo Clinic Arizona,Scottsdale,AZ,33.58911,-111.79394,NA,NA,NA,NA,NA,NA,NA,NA,Mayo Clinic Arizona
Mayo Clinic Jacksonville,Jacksonville,FL,30.2647,-81.44479,NA,NA,NA,NA,NA,NA,NA,NA,Mayo Clinic Jacksonville
Mayo Clinic Rochester,Rochester,MN,44.02432,-92.46011,NA,NA,NA,NA,NA,NA,NA,NA,Mayo Clinic Rochester
McLean Hospital,Belmont,MA,42.39362,-71.19114,NA,NA,NA,NA,NA,NA,NA,NA,McLean Hospital
Medgar Evers College,New York,NY,40.66714,-73.95183,NA,NA,NA,NA,NA,NA,NA,NA,Medgar Evers College
Medical College of Wisconsin,Milwaukee,WI,43.04575,-88.02037,NA,NA,NA,NA,NA,NA,NA,NA,Medical College of Wisconsin
Medical University of South Carolina,Charleston,SC,32.78675,-79.94726,NA,NA,NA,NA,NA,NA,NA,NA,Medical University of South Carolina
Meharry Medical College,Nashville,TN,36.1669,-86.80615,NA,NA,NA,NA,NA,NA,NA,NA,Meharry Medical College
"Migrant Clinicians Network, Inc.",Austin,TX,30.26688,-97.78802,NA,NA,NA,NA,NA,NA,NA,NA,"Migrant Clinicians Network, Inc."
"Missouri Breaks Research, Inc.",Eagle Butte,SD,45.4277,-101.07448,NA,NA,NA,NA,NA,NA,NA,NA,"Missouri Breaks Research, Inc."
Moffitt Cancer Center,Tampa,FL,28.06258,-82.4196,NA,NA,NA,NA,NA,NA,NA,NA,Moffitt Cancer Center
Monell Chemical Senses Center,Philadelphia,PA,39.95574,-75.19306,NA,NA,NA,NA,NA,NA,NA,NA,Monell Chemical Senses Center
Mount Desert Island Biological Lab,Salsbury Cove,ME,44.43066,-68.28841,NA,NA,NA,NA,NA,NA,NA,NA,Mount Desert Island Biological Lab
"My Brother's Keeper, Inc.",Ridgeland,MS,32.41974,-90.12573,NA,NA,NA,NA,NA,NA,NA,NA,"My Brother's Keeper, Inc."
"NDRI-USA, Inc.",New York,NY,40.74287,-73.99233,NA,NA,NA,NA,NA,NA,NA,NA,"NDRI-USA, Inc."
National Medical Association,Silver Spring,MD,38.99487,-77.03025,NA,NA,NA,NA,NA,NA,NA,NA,National Medical Association
Neurovations,Napa,CA,38.32538,-122.29199,NA,NA,NA,NA,NA,NA,NA,NA,Neurovations
New York Medical College,Valhalla,NY,41.08553,-73.81025,NA,NA,NA,NA,NA,NA,NA,NA,New York Medical College
New York University,Mineola,NY,40.7415,-73.64036,NA,NA,NA,NA,NA,NA,NA,NA,New York University
Northwestern University,Chicago,IL,42.05048,-87.68005,NA,NA,NA,NA,NA,NA,NA,NA,Northwestern University
"Ochin, Inc.",Portland,OR,45.50926,-122.67766,NA,NA,NA,NA,NA,NA,NA,NA,"Ochin, Inc."
Oklahoma Medical Research Foundation,Oklahoma City,OK,35.48299,-97.49781,NA,NA,NA,NA,NA,NA,NA,NA,Oklahoma Medical Research Foundation
Olipha Inc,Wilmington,DE,39.74854,-75.54767,NA,NA,NA,NA,NA,NA,NA,NA,Olipha Inc
Oregon Health & Science University,Portland,OR,45.49882,-122.68565,NA,NA,NA,NA,NA,NA,NA,NA,Oregon Health & Science University
Pacific Institute for Research and Evaluation,Beltsville,MD,39.05068,-76.93727,NA,NA,NA,NA,NA,NA,NA,NA,Pacific Institute for Research and Evaluation
Pennsylvania State University Hershey Medical Center,Hershey,PA,40.26441,-76.67401,NA,NA,NA,NA,NA,NA,NA,NA,Pennsylvania State University Hershey Medical Center
"Powertech Water, Inc.",Lexington,KY,38.03558,-84.50572,NA,NA,NA,NA,NA,NA,NA,NA,"Powertech Water, Inc."
Priogen Corp,Saint Paul,MN,44.97119,-93.2042,NA,NA,NA,NA,NA,NA,NA,NA,Priogen Corp
"Pro-Change Behavior Systems, Inc.",Narragansett,RI,41.45103,-71.49752,NA,NA,NA,NA,NA,NA,NA,NA,"Pro-Change Behavior Systems, Inc."
Public Health Foundation Enterprises,City Of Industry,CA,34.02948,-118.02327,NA,NA,NA,NA,NA,NA,NA,NA,Public Health Foundation Enterprises
Queen's Medical Center,Honolulu,HI,21.3078,-157.85395,NA,NA,NA,NA,NA,NA,NA,NA,Queen's Medical Center
Research Institute Nationwide Children's Hosp,Columbus,OH,39.95251,-82.9793,NA,NA,NA,NA,NA,NA,NA,NA,Research Institute Nationwide Children's Hosp
Research Triangle Institute,Research Triangle Park,NC,35.9138,-78.84891,NA,NA,NA,NA,NA,NA,NA,NA,Research Triangle Institute
"Resilient Games Studio, LLC",Chicago,IL,41.79896,-87.59808,NA,NA,NA,NA,NA,NA,NA,NA,"Resilient Games Studio, LLC"
Rhode Island Hospital,Providence,RI,41.81168,-71.40937,NA,NA,NA,NA,NA,NA,NA,NA,Rhode Island Hospital
Rice University,Houston,TX,29.71724,-95.40276,NA,NA,NA,NA,NA,NA,NA,NA,Rice University
Rosalind Franklin University of Medicine & Science,North Chicago,IL,42.30229,-87.86138,NA,NA,NA,NA,NA,NA,NA,NA,Rosalind Franklin University of Medicine & Science
Roswell Park Cancer Institute Corp,Buffalo,NY,42.87338,-78.86924,NA,NA,NA,NA,NA,NA,NA,NA,Roswell Park Cancer Institute Corp.
Rush University Medical Center,Chicago,IL,41.87506,-87.66833,NA,NA,NA,NA,NA,NA,NA,NA,Rush University Medical Center
Rutgers Biomedical and Health Sciences,Newark,NJ,40.52098,-74.47325,NA,NA,NA,NA,NA,NA,NA,NA,Rutgers Biomedical and Health Sciences
Rutgers University,Piscataway,NJ,40.48191,-74.45707,NA,NA,NA,NA,NA,NA,NA,NA,Rutgers University
"Rutgers, Camden",Camden,NJ,39.94748,-75.12305,NA,NA,NA,NA,NA,NA,NA,NA,Rutgers University Camden
SUNY Downstate Medical Center,Brooklyn,NY,40.65537,-73.94508,NA,NA,NA,NA,NA,NA,NA,NA,SUNY Downstate Medical Center
SUNY Upstate Medical University,Syracuse,NY,43.0426,-76.14055,NA,NA,NA,NA,NA,NA,NA,NA,SUNY Upstate Medical University
Sanford Burnham Prebys,La Jolla,CA,32.9036,-117.24298,NA,NA,NA,NA,NA,NA,NA,NA,Sanford Burnham Prebys
Scripps Health,San Diego,CA,32.88774,-117.2238,NA,NA,NA,NA,NA,NA,NA,NA,Scripps Health
Scripps Research Institute,La Jolla,CA,32.90306,-117.24359,NA,NA,NA,NA,NA,NA,NA,NA,Scripps Research Institute
Silverbills Inc.,New Rochelle,NY,40.94685,-73.77205,NA,NA,NA,NA,NA,NA,NA,NA,Silverbills Inc.
Sloan-Kettering Institute Cancer Research,New York,NY,40.76405,-73.95602,NA,NA,NA,NA,NA,NA,NA,NA,Sloan-Kettering Institute Cancer Research
Smith-Kettlewell Eye Research Institute,San Francisco,CA,37.79118,-122.43391,NA,NA,NA,NA,NA,NA,NA,NA,Smith-Kettlewell Eye Research Institute
Society of Behavioral Medicine,Milwaukee,WI,43.04122,-87.90483,NA,NA,NA,NA,NA,NA,NA,NA,Society of Behavioral Medicine
Society of Toxicology,Reston,VA,38.94847,-77.33236,NA,NA,NA,NA,NA,NA,NA,NA,Society of Toxicology
Southcentral Foundation,Anchorage,AK,61.18215,-149.79596,NA,NA,NA,NA,NA,NA,NA,NA,Southcentral Foundation
Southeast Arizona Area Health Education Center,Nogales,AZ,31.3407,-110.96079,NA,NA,NA,NA,NA,NA,NA,NA,Southeast Arizona Area Health Education Center
Spaulding Rehabilitation Hospital,Charlestown,MA,42.37856,-71.04922,NA,NA,NA,NA,NA,NA,NA,NA,Spaulding Rehabilitation Hospital
State University New York Stony Brook,Stony Brook,NY,40.91456,-73.12517,NA,NA,NA,NA,NA,NA,NA,NA,SUNY Stony Brook
State University of New York at Albany,Albany,NY,42.69171,-73.82559,NA,NA,NA,NA,NA,NA,NA,NA,SUNY Albany
State University of New York at Buffalo,Amherst,NY,43.00307,-78.78592,NA,NA,NA,NA,NA,NA,NA,NA,SUNY Buffalo
"State University of New York, Binghamton",Binghamton,NY,42.09521,-75.96456,NA,NA,NA,NA,NA,NA,NA,NA,SUNY Binghamton
"Subtle Medical, Inc.",Menlo Park,CA,37.45092,-122.18522,NA,NA,NA,NA,NA,NA,NA,NA,"Subtle Medical, Inc."
Tech Museum of Innovation,San Jose,CA,37.33148,-121.89018,NA,NA,NA,NA,NA,NA,NA,NA,Tech Museum of Innovation
Texas Tech University Health Sciences Center El Paso,El Paso,TX,31.77,-106.43162,NA,NA,NA,NA,NA,NA,NA,NA,Texas Tech University Health Sciences Center El Paso
The Academy of Natural Sciences of Philadelphia,Philadelphia,PA,39.95795,-75.17145,NA,NA,NA,NA,NA,NA,NA,NA,The Academy of Natural Sciences of Philadelphia
The Baker Center,Boston,MA,42.33093,-71.10991,NA,NA,NA,NA,NA,NA,NA,NA,The Baker Center
"The Research Foundation for Mental Hygiene, Inc.",New York,NY,40.84308,-73.94421,NA,NA,NA,NA,NA,NA,NA,NA,"The Research Foundation for Mental Hygiene, Inc."
Thomas Jefferson University,Philadelphia,PA,39.94821,-75.15782,NA,NA,NA,NA,NA,NA,NA,NA,Thomas Jefferson University
Tufts Medical Center,Boston,MA,42.34951,-71.06331,NA,NA,NA,NA,NA,NA,NA,NA,Tufts Medical Center
University of Colorado Denver,Aurora,CO,39.7451,-104.8376,NA,NA,NA,NA,NA,NA,NA,NA,University of Colorado Denver
University of Connecticut School of Medicine,Farmington,CT,41.73418,-72.79379,NA,NA,NA,NA,NA,NA,NA,NA,University of Connecticut School of Medicine
University of Detroit Mercy,Detroit,MI,42.41708,-83.13885,NA,NA,NA,NA,NA,NA,NA,NA,University of Detroit Mercy
University of Hartford,West Hartford,CT,41.79337,-72.71626,NA,NA,NA,NA,NA,NA,NA,NA,University of Hartford
University of Idaho,Moscow,ID,46.73029,-116.99685,NA,NA,NA,NA,NA,NA,NA,NA,University of Idaho
University of Illinois at Urbana-Champaign,Champaign,IL,40.11686,-88.22876,NA,NA,NA,NA,NA,NA,NA,NA,University of Illinois at Urbana-Champaign
University of Kansas Medical Center,Kansas City,KS,39.02658,-94.63635,NA,NA,NA,NA,NA,NA,NA,NA,University of Kansas Medical Center
University of Louisville,Louisville,KY,38.21502,-85.76014,NA,NA,NA,NA,NA,NA,NA,NA,University of Louisville
University of Massachusetts Amherst,Hadley,MA,42.38691,-72.52113,NA,NA,NA,NA,NA,NA,NA,NA,University of Massachusetts Amherst
University of Massachusetts Boston,Boston,MA,42.3137,-71.06298,NA,NA,NA,NA,NA,NA,NA,NA,University of Massachusetts Boston
University of Mississippi Medical Center,Jackson,MS,32.32872,-90.17554,NA,NA,NA,NA,NA,NA,NA,NA,University of Mississippi Medical Center
University of Montana,Missoula,MT,46.8602,-113.98372,NA,NA,NA,NA,NA,NA,NA,NA,University of Montana
