org_name,tractid,FIPS,lat,lon
DARTMOUTH-HITCHCOCK CLINIC,33009961802,33009,43.63701,-72.25238
ARBOR RESEARCH COLLABORATIVE FOR  HEALTH,26161400100,26161,42.28123,-83.74513
NEW JERSEY INSTITUTE OF TECHNOLOGY,34013001100,34013,40.74292,-74.17624
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,35001000906,35001,35.05589,-106.57929
"NAVINETICS NEUROMODULATION, INC.",27109000100,27109,44.02132,-92.46257
"NANOVALENT PHARMACEUTICALS, INC.",30031001102,30031,45.67062,-111.06526
INTERVAL THERAPEUTICS LLC,28071950404,28071,34.37245,-89.57756
HENNEPIN HEALTHCARE RESEARCH INSTITUTE,27053105400,27053,44.9721,-93.2624
"FIBROPLATE, INC.",32003002501,32003,36.11543,-115.13508
"Q2I, LLC",33005970600,33005,42.76439,-71.99361
CENTRAL MICHIGAN UNIVERSITY,26073940500,26073,43.6014,-84.78711
"UNANDUP, LLC",29189216600,29189,38.63211,-90.34347
PIROUETTE MEDICAL,33015107400,33015,43.08551,-70.80781
UNIVERSITY OF NEW HAMPSHIRE,33017080500,33017,43.1304,-70.9767
TURING MEDICAL TECHNOLOGIES INC,29510118600,29510,38.63495,-90.25035
KEENE STATE COLLEGE,33005971403,33005,42.92751,-72.27754
UNIVERSITY OF MINNESOTA DULUTH,27137015700,27137,46.81649,-92.08571
MICHIGAN TECHNOLOGICAL UNIVERSITY,26061000800,26061,47.11617,-88.53931
WESTERN MICHIGAN UNIVERSITY,26077001504,26077,42.28436,-85.61154
UNIVERSITY OF MISSOURI-ST. LOUIS,29189213702,29189,38.70361,-90.29885
UNIVERSITY OF SOUTHERN MISSISSIPPI,28035000900,28035,31.33206,-89.32932
"ARBOR MEDICAL INNOVATIONS, LLC",26161416200,26161,42.1946,-83.6948
VISIONQUEST BIOMEDICAL INC,35001001202,35001,35.0541,-106.62272
"GOGYUP, INC.",27053126201,27053,44.98404,-93.27378
"CEROVATIONS, LLC",27053111300,27053,44.90997,-93.30066
TOUGALOO COLLEGE,28089030105,28089,32.40034,-90.16223
"OBJECTIVE BIOTECHNOLOGY, INC.",27053104901,27053,44.97412,-93.22701
"MITOVATION, INC.",26161416200,26161,42.19141,-83.70362
KORONIS BIOMEDICAL TECHNOLOGIES CORPORAT,27053026712,27053,45.07934,-93.44484
"AURAGENT BIOSCIENCE, LLC",29510118600,29510,38.63697,-90.24668
"CHAMPAIGN IMAGING, LLC",27123040706,27123,45.11492,-93.11169
"NUBORN MEDICAL, INC.",27123034204,27123,44.95036,-93.09577
ESPERIMAGE LLC,29189217400,29189,38.623,-90.35456
"INNOVATIVE DESIGN LABS, INC.",27053103000,27053,44.99443,-93.26646
"NESTED KNOWLEDGE, INC",27123030300,27123,44.98424,-93.13473
INTEGURX THERAPEUTICS LLC,34019010100,34019,40.69893,-74.77376
NOVAGYN LLC,33013039000,33013,43.19199,-71.65618
"RECOMBINETICS, INC.",27123033400,27123,44.95542,-93.15286
"EVOQ THERAPEUTICS, INC.",26161403500,26161,42.27667,-83.77147
ADVANCED MEDICAL ELECTRONICS CORPORATION,27053026712,27053,45.07934,-93.44484
BIOMEDWARE,26161405300,26161,42.26124,-83.71652
"ADVANCED TACTILE IMAGING, INC.",34021003707,34021,40.28474,-74.79808
ENDOLYNX INC,34017019300,34017,40.73611,-74.02987
"NUCLEUSRX, INC.",34021004406,34021,40.28931,-74.54707
GENETOBE INC.,26161407000,26161,42.32232,-83.65208
ANTIGER THERAPEUTICS INC.,29189216500,29189,38.64237,-90.34998
"SQUARE2 SYSTEMS, INC.",33009961601,33009,43.76245,-72.20705
"PSYCHOGENICS, INC.",36119011401,36119,41.08023,-73.84421
AQUORA RESEARCH AND CONSULTING LLC,26005030200,26005,42.75706,-86.18599
WESTERN MICHIGAN UNIV SCHOOL OF MEDICINE,26077001504,26077,42.28249,-85.59916
"XANTHOSHEALTH, INC.",27123030100,27123,44.98739,-93.19067
"DIRECTSEQ BIOSCIENCES, INC.",34003035200,34003,41.02992,-74.05198
"EDEN MEDICAL, INC.",27171100706,27171,45.22292,-93.82018
RUTGERS THE STATE UNIV OF NJ NEWARK,34013022900,34013,40.74054,-74.17268
STOWERS INSTITUTE FOR MEDICAL RESEARCH,29095007400,29095,39.03637,-94.57444
MISSOURI UNIVERSITY OF SCIENCE & TECHNOLOGY,29161890302,29161,37.95305,-91.7654
ZENA THERAPEUTICS INC.,34023008601,34023,40.35442,-74.615710000000007
"NEURINSIGHT, LLC",35001003100,35001,35.13728,-106.65638
"LABSYS, LLC",26065004100,26065,42.73462,-84.48113
UNIVERSITY OF NEBRASKA OMAHA,31055004700,31055,41.2578,-96.01036
CORIELL INSTITUTE FOR MEDICAL RESEARCH,34007604200,34007,39.91957,-75.07804
MONTANA CONSORTIUM FOR URBAN INDIAN HEALTH,30049000800,30049,46.58894,-112.03887
MONTCLAIR STATE UNIVERSITY,34013016100,34013,40.85796,-74.20247
SILICON CURES LLC,31055004300,31055,41.25706,-95.97302
UNIVERSITY OF NEBRASKA KEARNEY,31019969600,31019,40.70057,-99.09398
UNIVERSITY OF MICHIGAN AT DEARBORN,26163579900,26163,42.3127,-83.2273
"SENSEION THERAPEUTICS, INC.",29189216202,29189,38.64836,-90.32296
"MARPAM PHARMA, LLC",27163070910,27163,44.9526,-92.97387
"DISCOVERY COLLECTIVE, INC.",31055007472,31055,41.2807,-96.14135
NATIONAL MARROW DONOR PROGRAM,27053126201,27053,44.98372,-93.27816
"GRANITE MEDICAL, LLC",33009961601,33009,43.74673,-72.17369
COLLEGE OF NEW JERSEY,34021002200,34021,40.2219,-74.7336
"MOAI TECHNOLOGIES, LLC",27053026514,27053,45.01995,-93.46462
"SARYA, LLC",29189215005,29189,38.67866,-90.42134
ATTMOS INC.,26161415800,26161,42.22758,-83.77667
WILLIAM BEAUMONT HOSPITAL RESEARCH INST,26125183500,26125,42.51767,-83.19097
"PURE GREEN PHARMACEUTICALS, INC.",26125156400,26125,42.56567,-83.32986
"PIRAEUS MEDICAL, INC.",27109001201,27109,44.01598,-92.50535
"MYRIEL, INC.",27123040601,27123,45.09946,-93.08077
MINNESOTA HEALTHSOLUTIONS CORPORATION,27123034900,27123,44.93626,-93.18424
"VIOCARE, INC.",34021004000,34021,40.35377,-74.66109
"IMMUNOPHOTONICS, INC.",29510119101,29510,38.63698,-90.2527
STRYKAGEN CORPORATION,32031001504,32031,39.54508,-119.81828
"GATEWAY BIOTECHNOLOGY, INC.",29189216101,29189,38.65572,-90.31228
"NEW MEXICO START-UP FACTORY II, LLC",35001000714,35001,35.05596,-106.52676
BLACKFEET COMMUNITY COLLEGE,30035940400,30035,48.5713,-113.20661
"ACTOPROBE, LLC",35001001202,35001,35.0726,-106.6311
"EQUATOR THERAPEUTICS, INC.",06001422200,06001,37.87195,-122.28488
"DOSEOPTICS, LLC",33009961603,33009,43.71736,-72.26448
SMART INFORMATION FLOW TECHNOLOGIES,27053126102,27053,44.98135,-93.2718
"OPTIMEOS LIFE SCIENCES, INC.",34021004000,34021,40.35151,-74.66064
"LUMINARY THERAPEUTICS, INC.",27053109800,27053,44.92899,-93.31921
INSPIRE RX LLC,26161402700,26161,42.30776,-83.697
CONWAY MEDICAL LLC,27109001201,27109,44.01598,-92.50535
"TAXIS PHARMACEUTICALS, INC.",34023006103,34023,40.45886,-74.46998
"RESTOREAR DEVICES, LLC",53033022702,53033,47.66237,-122.19462
MYRACLE THERAPEUTICS INC,34027041902,34027,40.80152,-74.38968
"SINGLETO2 THERAPEUTICS, LLC",34039038104,34039,40.71049,-74.39094
AKNA HEALTH LLC,26081001400,26081,42.97901,-85.67219
PUMPKIN BABY INC.,34021003301,34021,40.28877,-74.73926
REGENOSINE INC,34017002200,34017,40.72699,-74.04889
KOMMODO THERAPEUTICS LLC,27123040706,27123,45.11294,-93.10829
EPIC NUTRITION FOR Y LLC,26125197000,26125,42.56961,-83.13864
"PRE-CANCER DIAGNOSIS, LLC",34035053905,34035,40.45596,-74.62645
PAVAJ VASCULAR CORPORATION,27109001202,27109,43.9773,-92.47869
SPIKE NEURO LLC,26161404600,26161,42.25017,-83.7228
"SERSENSE, INC.",06113010501,06113,38.53354,-121.74755999999999
"COURAGENE, INC.",34023001409,34023,40.58353,-74.3507
"INNOVATIVE BIOTHERAPIES, INC.",26161415600,26161,42.21142,-83.74034
"QUENCH MEDICAL, INC.",27123043002,27123,44.9542,-93.20074
ADVANCES IN MINERAL METABOLISM,27109001203,27109,43.99067,-92.5112
HENRY FORD HEALTH SYSTEM,26163533900,26163,42.37199,-83.07641
"BACKYARD BRAINS, INC.",26161400100,26161,42.27929,-83.74089
ADVAITA CORPORATION,26163561900,26163,42.36912,-83.52028
F SQUARE MEDICAL LLC,34003054300,34003,40.91059,-74.01411
FORT BELKNAP INDIAN COMMUNITY,30005000100,30005,48.60084,-108.85251
HACKENSACK UNIVERSITY MEDICAL CENTER,34003023402,34003,40.88342,-74.05565
SYNAPTIC HEALTH LLC,27123041105,27123,45.08546,-93.2146
"EXHALIX, LLC",35043010714,35043,35.25132,-106.67511
EASTERN MICHIGAN UNIVERSITY,26161410600,26161,42.23313,-83.62377
JACKSON STATE UNIVERSITY,28049002700,28049,32.28894,-90.1861
RUTGERS THE STATE UNIV OF NJ CAMDEN,34007610300,34007,39.94748,-75.12305
"PROKARYOTICS, INC.",34039033502,34039,40.67958,-74.23188
"TRIAD NATIONAL SECURITY, LLC",39049001820,39049,39.98922,-83.02153
KATHERA BIOSCIENCE INC.,34039033502,34039,40.67958,-74.23188
GILLETTE CHILDREN'S SPECIALTY HEALTHCARE,27123042800,27123,44.95635,-93.09573
MONTANA CANCER CONSORTIUM,30111000402,30111,45.7948,-108.51783
"PARK THERAPEUTICS, INC.",34027043601,34027,40.79654,-74.48051
"LEFLORE TECHNOLOGIES, LLC",28049010103,28049,32.39178,-90.10494
"ATLANTIC HEALTH SYSTEM, INC.",34027043402,34027,40.79368,-74.49134
SOUTHERN NEVADA CANCER RESEARCH FDN,32003000101,32003,36.17747,-115.17653
"HABITAWARE, INC.",27053106600,27053,44.95054,-93.30006
SAINT JOSEPH MERCY HEALTH SYSTEM,26161410600,26161,42.23313,-83.62377
PRO THERAPEUTICS LLC,33011200400,33011,42.99452,-71.46828
"METSELEX, INC.",27053012001,27053,44.89542,-93.29703
"OZARK HEALTH VENTURES, LLC",29077001100,29077,37.17817,-93.27416
SPECTRUM HEALTH HOSPITALS,26081002000,26081,42.97043,-85.66503
ESSENTIA INSTITUTE OF RURAL HEALTH,27137001700,27137,46.7931,-92.09398
"RADIOLOGICS, INC.",29189218402,29189,38.58448,-90.41402
KANSAS CITY UNIVERSITY,29095001000,29095,39.10793,-94.56119
HOPA MOUNTAIN,30031000800,30031,45.67802,-111.03301
FAIRLEIGH DICKINSON UNIVERSITY,34003054400,34003,40.89577,-74.02931
MC LAUGHLIN RESEARCH INSTITUTE,30013002100,30013,47.48837,-111.26897
CHILDREN'S HOSPITALS AND CLINICS,27053125800,27053,44.95663,-93.26185
"TARN BIOSCIENCES, INC.",26065004100,26065,42.73462,-84.48113
MONTANA STATE UNIVERSITY -BILLINGS,30111000402,30111,45.79464,-108.51855
"INTACT GENOMICS, INC.",29189215600,29189,38.67765,-90.40033
RETINAL SOLUTIONS LLC,26161455000,26161,42.28079,-83.84744
MISSOURI STATE UNIVERSITY,29077000200,29077,37.19856,-93.27846
"REAL PREVENTION, LLC",34027044102,34027,40.68375,-74.47536
GRAND VALLEY STATE UNIVERSITY,26139024300,26139,42.97445,-85.93012
SETON HALL UNIVERSITY,34013019300,34013,40.7462,-74.26079
"ELSOHLY LABORATORIES, INC.",28071950506,28071,34.33438,-89.51515
"NORTH JERSEY AIDS ALLIANCE ,INC. (NJCRI)",34013001100,34013,40.74713,-74.18856
"INTERNATIONAL UNION, UAW OF AMER AFL-CIO",26163515700,26163,42.35147,-82.9946
KEAN UNIVERSITY,34039033502,34039,40.67958,-74.23188
SANDIA CORP-SANDIA NATIONAL LABORATORIES,35001000123,35001,35.09653,-106.53284
VETERANS EDUCATION AND RESEARCH ASSOCIATION OF MICHIGAN,26161402201,26161,42.28655,-83.71537
ST. CATHERINE UNIVERSITY,27123036300,27123,44.92488,-93.18313
"DXDISCOVERY, INC.",32031001504,32031,39.54508,-119.81828
"REIA, LLC",33009960900,33009,43.81396,-72.18259
"ALLIED INNOVATIVE SYSTEMS, LLC",34035053806,34035,40.49298,-74.64161
SIMMARON RESEARCH INC,32031003307,32031,39.24562,-119.94624
"MAGGIE'S PEARL, LLC",26149040500,26149,41.79189,-85.40727
"NEW HAMPSHIRE ACADEMY OF SCIENCE, INC.",33009960500,33009,43.91278,-71.90044
"AMERICAN AGING ASSOCIATION, INC.",39035118800,39035,41.50655,-81.60278
"POISERA, INC.",26161400400,26161,42.26253,-83.73744
UNIVERSITY OF DETROIT MERCY,26163530200,26163,42.41708,-83.13885
"CRYOCRATE, LLC",29019001108,29019,38.93274,-92.3373
NESTOTUS LLC,26125136602,26125,42.48305,-83.46028
"INAEDIS, INC",34035054201,34035,40.39099,-74.63806
"KANONA, INC.",34039038602,34039,40.61609,-74.37352
"MEDIOMICS, LLC",29510104500,29510,38.62817,-90.2767
"CLARET BIOSCIENCE, LLC",26125152700,26125,42.54272,-83.22628
"CREARE, LLC",33009961601,33009,43.68426,-72.23267
RICOVR HEALTHCARE INC.,34021004000,34021,40.35257,-74.65136
"FUNCTIONAL FLUIDICS, LLC",26163550100,26163,42.37055,-82.92641
ATUX ISKAY GROUP LLC,34023008605,34023,40.3355,-74.57783
"SHEARIT, LLC",35001002100,35001,35.08496,-106.6461
"ASTER LABS, INC.",27123040704,27123,45.03815,-93.10681
NANOSEPEX INC.,34035050704,34035,40.58499,-74.66369
VYLUMA INC.,34035050703,34035,40.59316,-74.61951
ENSPIRED SOLUTIONS INC.,26155031402,26155,42.8507,-84.33479
SAINT LUKE'S HOSPITAL,29095006900,29095,39.04741,-94.58976
ST. LOUIS COLLEGE OF PHARMACY,29510118600,29510,38.63742,-90.262
"NOVAFLUX, INC.",34035054201,34035,40.39648,-74.65002
"NUPEAK THERAPEUTICS, INC.",29189216402,29189,38.64512,-90.31719
"FIMBRION THERAPEUTICS, INC.",29510118600,29510,38.63553,-90.24491
"EMMYON, INC.",19103000305,19103,41.70895,-91.60643
CHN NEBRASKA,31055006701,31055,41.26161,-96.04402
CROSSLINER INC,26077001200,26077,42.26802,-85.61344
LAWRENCE TECHNOLOGICAL UNIVERSITY,26125161600,26125,42.47277,-83.25024
UNIVERSITY OF MICHIGAN AT FLINT,26049002800,26049,43.01765,-83.68985
SALISH KOOTENAI COLLEGE,30047940400,30047,47.60551,-114.11859
FISTULA SOLUTION CORPORATION,27163070205,27163,45.2804,-92.88539
"DERMAXON, LLC",30063001304,30063,46.80702,-114.051
"BIO TILLION, LLC",34035054201,34035,40.40728,-74.64665
"BLUEWILLOW BIOLOGICS, INC.",26161402700,26161,42.30786,-83.69277
FOND DU LAC RESERVATION,27017940000,27017,46.71415,-92.51599
"XEMED, LLC",33017080204,33017,43.13928,-70.92772
INSIGHT SURGICAL TECHNOLOGIES INC.,33009960900,33009,43.82618,-72.1192
APLOS MEDICAL INC,27053026027,27053,44.82281,-93.42137
UNIVERSITY OF OREGON,41039003700,41039,44.04551,-123.06974
STATE UNIVERSITY NEW YORK STONY BROOK,36103158015,36103,40.91456,-73.12517
ICAHN SCHOOL OF MEDICINE AT MOUNT SINAI,36061016600,36061,40.79028,-73.94678
ROCKEFELLER UNIVERSITY,36061011600,36061,40.76375,-73.95539
STATE UNIVERSITY OF NEW YORK AT BUFFALO,36029009110,36029,43.00307,-78.78592
COLUMBIA UNIVERSITY HEALTH SCIENCES,36061025100,36061,40.8415,-73.9414
EAST CAROLINA UNIVERSITY,37147000400,37147,35.60836,-77.3648
WAKE FOREST UNIVERSITY HEALTH SCIENCES,37067003805,37067,36.0594,-80.32198
WEILL MEDICAL COLL OF CORNELL UNIV,36061010602,36061,40.7607,-73.9603
STATE UNIVERSITY OF NEW YORK AT ALBANY,36001000404,36001,42.69171,-73.82559
NORTH CAROLINA STATE UNIVERSITY RALEIGH,37183051101,37183,35.78468,-78.67723
ROSWELL PARK CANCER INSTITUTE CORP,36029016400,36029,42.87338,-78.86924
DUKE UNIVERSITY,37063000402,37063,36.00777,-78.92648
NATHAN S. KLINE INSTITUTE FOR PSYCH RES,36087013001,36087,41.04465,-73.96843
OHIO STATE UNIVERSITY,39049001122,39049,39.9996,-83.03313
UNIV OF NORTH CAROLINA CHAPEL HILL,37135011800,37135,35.9316,-79.05738
SLOAN-KETTERING INST CAN RESEARCH,36061011600,36061,40.76405,-73.95602
RESEARCH TRIANGLE INSTITUTE,37063002038,37063,35.9138,-78.84891
NEW YORK UNIVERSITY SCHOOL OF MEDICINE,36047016500,36047,40.66989,-73.97435
CLEVELAND CLINIC LERNER COM-CWRU,39035197200,39035,41.50266,-81.62213
GUTTMACHER INSTITUTE,36061001502,36061,40.70658,-74.00642
UNIVERSITY OF OKLAHOMA HLTH SCIENCES CTR,40109109700,40109,35.47459,-97.50503
CINCINNATI CHILDRENS HOSP MED CTR,39061003200,39061,39.14066,-84.50101
WRIGHT STATE UNIVERSITY,39057210102,39057,39.76678,-84.08591
NYU LONG ISLAND SCHOOL OF MEDICINE,36059303600,36059,40.7415,-73.64036
FEINSTEIN INSTITUTE FOR MEDICAL RESEARCH,36059301800,36059,40.77557,-73.70302
ALBERT EINSTEIN COLLEGE OF MEDICINE,36005029600,36005,40.85103,-73.84438
NEW YORK GENOME CENTER,36061003700,36061,40.72304,-74.00513
UNIVERSITY OF CINCINNATI,39061003000,39061,39.12972,-84.52055
"XILIS, INC.",37135011902,37135,35.93662,-79.03173
COLUMBIA UNIV NEW YORK MORNINGSIDE,36061020901,36061,40.81207,-73.95438
UNIVERSITY OF ROCHESTER,36055006900,36055,43.13177,-77.63546
OREGON HEALTH & SCIENCE UNIVERSITY,41051005800,41051,45.49882,-122.68565
CITY COLLEGE OF NEW YORK,36061021703,36061,40.81941,-73.95017
CORNELL UNIVERSITY,36109001302,36109,42.438,-76.4625
NC STATE DEPT/HLTH & HUMAN SERVICES,37183053009,37183,35.67064,-78.66373
"BRONXWORKS, INC.",36005023301,36005,40.851,-73.9081
"UBIQUITX, INC.",36061017300,36061,40.78788,-73.97365
"PDX PHARMACEUTICALS, INC.",41005020303,41005,45.43012,-122.71305
"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC",36093032101,36093,42.82633,-73.87882
"TRANSCENDENT INTERNATIONAL, LLC",36061010900,36061,40.7523,-73.9865
"STATE UNIVERSITY OF NY,BINGHAMTON",36007014302,36007,42.09521,-75.96456
MIAMI UNIVERSITY OXFORD,39017010104,39017,39.5103,-84.73538
CASE WESTERN RESERVE UNIVERSITY,39035196800,39035,41.50274,-81.60733
SUNY DOWNSTATE MEDICAL CENTER,36047081600,36047,40.65537,-73.94508
NEW YORK MEDICAL COLLEGE,36119981000,36119,41.08553,-73.81025
UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS,39095006801,39095,41.61955,-83.62073
NEW YORK UNIVERSITY,36061006500,36061,40.72966,-73.99702
OREGON STATE UNIVERSITY,41003010702,41003,44.56572,-123.28091
HUNTER COLLEGE,36061012000,36061,40.76874,-73.96518
NORTH CAROLINA AGRI & TECH ST UNIV,37081011000,37081,36.07418,-79.77596
YESHIVA UNIVERSITY,36061026900,36061,40.85103,-73.93064
"THRIVE DIGITAL HEALTH, LLC",39035184104,39035,41.40097,-81.47153
"INNOVATION RESEARCH AND TRAINING, INC.",37063002015,37063,35.96456,-78.94053
"ADVANCED IMAGING RESEARCH, INC.",39035108201,39035,41.52113,-81.6612
NATIONAL HEALTH PROMOTION ASSOCIATES,36119009702,36119,41.02401,-73.73381
"RHO FEDERAL SYSTEMS DIVISION, INC.",37063002019,37063,35.90975,-78.97728
NEW YORK BLOOD CENTER,36061011800,36061,40.76519,-73.95992
COLD SPRING HARBOR LABORATORY,36059518201,36059,40.86755,-73.47346
UNIVERSITY OF NORTH CAROLINA CHARLOTTE,37119005604,37119,35.30165,-80.73145
REGENERATIVE RESEARCH FOUNDATION,36001001100,36001,42.65152,-73.76117
"FESARIUSTHERAPEUTICS, INC.",36047089200,36047,40.66469,-73.9251
COLUMBIA UNIVERSITY TEACHERS COLLEGE,36061020300,36061,40.8101,-73.9606
PARTNERSHIP TO END ADDICTION,36061008800,36061,40.74956,-73.97463
CLEVELAND STATE UNIVERSITY,39035107802,39035,41.5022,-81.67531
UPSTATE MEDICAL UNIVERSITY,36067004301,36067,43.0426,-76.14055
OKLAHOMA MEDICAL RESEARCH FOUNDATION,40109980005,40109,35.48299,-97.49781
ALBANY MEDICAL COLLEGE,36001002100,36001,42.65263,-73.77526
ENFUEGO THERAPEUTICS INC.,37037020105,37037,35.84027,-79.13044
"DIGITAL HEALTH NAVIGATION SOLUTIONS, LLC",37067000100,37067,36.09918,-80.24933
"NEUROGT, INC.",37063002023,37063,35.91814,-78.93386
"BAEBIES, INC.",37063002037,37063,35.87436,-78.86267
GRADUATE SCHOOL OF PUBLIC HEALTH AND HEALTH POLICY,36061020901,36061,40.81207,-73.95438
UNIVERSITY OF NORTH DAKOTA,38035010301,38035,47.91987,-97.07282
HAUPTMAN-WOODWARD MEDICAL RESEARCH INST,36029003100,36029,42.89754,-78.86873
UNIVERSITY OF NORTH CAROLINA GREENSBORO,37081010702,37081,36.06505,-79.80897
DUB THERAPEUTICS INC.,36067003400,36067,43.04871,-76.13825
UNIVERSITY OF OKLAHOMA,40027201202,40027,35.20922,-97.44378
RESEARCH INST NATIONWIDE CHILDREN'S HOSP,39049005300,39049,39.95251,-82.9793
"NDRI-USA, INC.",36061005800,36061,40.74287,-73.99233
"QATCH TECHNOLOGIES, LLC",37001020702,37001,36.07371,-79.46538
RENSSELAER POLYTECHNIC INSTITUTE,36083040600,36083,42.73286,-73.68349
OHIO UNIVERSITY ATHENS,39009973300,39009,39.31371,-82.09642
COLLEGE AT OSWEGO,36075021401,36075,43.44745,-76.54027
"CHILD MIND INSTITUTE, INC.",36061011203,36061,40.76115,-73.97078
"HAIMA THERAPEUTICS, LLC",39035196800,39035,41.49909,-81.6079
"BELLAGE, INC.",36081018300,36081,40.74767,-73.9181
HOFSTRA UNIVERSITY,36059407201,36059,40.70569,-73.61878
FORDHAM UNIVERSITY,36005039700,36005,40.86209,-73.88639
OPSICLEAR LLC,39035187103,39035,41.49846,-81.54186
BASIS RESEARCH INSTITUTE,36061018800,36061,40.79606,-73.9374
"CORIDEA, LLC",36061011100,36061,40.75466,-73.99403
NEW YORK STRUCTURAL BIOLOGY CENTER,36061021703,36061,40.81643,-73.952
SYRACUSE UNIVERSITY,36067004302,36067,43.04158,-76.13378
VASSAR COLLEGE,36027410000,36027,41.68976,-73.89949
ROCHESTER INSTITUTE OF TECHNOLOGY,36055013103,36055,43.09217,-77.67477
WAKE FOREST UNIVERSITY,37067001300,37067,36.13727,-80.27493
DAVIDSON COLLEGE,37119006403,37119,35.50471,-80.83729
"ELSEVIER, INC.",36061005600,36061,40.74197,-73.98529
"KSANA HEALTH, INC.",41039004700,41039,44.03896,-123.09537
UNIVERSITY OF TOLEDO,39095010400,39095,41.66301,-83.61198
ST. JOHN'S UNIVERSITY,36081127700,36081,40.72287,-73.78836
OKLAHOMA STATE UNIVERSITY STILLWATER,40119010700,40119,36.11563,-97.05804
NORTH CAROLINA CENTRAL UNIVERSITY,37063001303,37063,35.97467,-78.89805
HERBERT H. LEHMAN COLLEGE,36005040702,36005,40.87086,-73.8866
APPALACHIAN STATE UNIVERSITY,37189920601,37189,36.21864,-81.6546
CLARKSON UNIVERSITY,36089490800,36089,44.65482,-74.95554
WINSTON-SALEM STATE UNIVERSITY,37067000801,37067,36.09072,-80.22582
"NEW YORK STATE PSYCHIATRIC INSTITUTE DBA RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC",36061025500,36061,40.84308,-73.94421
UNIVERSITY OF AKRON,39153508900,39153,41.07667,-81.51034
BARNARD COLLEGE,36061020500,36061,40.80904,-73.96377
"TORRALVA MEDICAL THERAPEUTICS, LLC",41051005601,41051,45.51551,-122.68561
TINKESO THERAPEUTICS INC,36119014811,36119,41.33499,-73.77942
GLYCAN THERAPEUTICS CORPORATION,37135011602,37135,35.90662,-79.04987
"PHASE, INC.",37119006407,37119,35.46167,-80.8468
3-C INSTITUTE FOR SOCIAL DEVELOPMENT,37063002035,37063,35.90794,-78.88921
"BIOMEDINNOVATIONS, INC.",37109071101,37109,35.46123,-80.99844
"PIP CARE, INC.",36061005200,36061,40.73735,-73.99243
IFOCUS IMAGING LLC,41067031515,41067,45.54377,-122.79321
"CENTER MOM, INC.",41051004601,41051,45.53138,-122.70705
"NAJIT TECHNOLOGIES, INC.",41067031626,41067,45.52347,-122.86757
"EPITOR THERAPEUTICS, INC.",36061012200,36061,40.77076,-73.96733
"MADORRA, INC.",41051005902,41051,45.48904,-122.67204
"AMISSA, INC.",44005040102,44005,41.59277,-71.24947
FOLI BIO INC.,36061025300,36061,40.84398,-73.93882
PYROJAS INC,36061003700,36061,40.72756,-74.00528
"INHALON BIOPHARMA, INC.",37135010709,37135,35.89634,-79.07945
"CMTX BIOTECH, INC.",36103134704,36103,40.8942,-73.2505
"XYLYX BIO, INC.",36061006200,36061,40.74062,-73.9755
"SILOAM VISION, INC.",41005020201,41005,45.41464,-122.694
"ADAMAS NANOTECHNOLOGIES, INC.",37183053727,37183,35.88399,-78.74805
"PREVENTION STRATEGIES, LLC",37081012510,37081,36.11437,-79.86393
"SYNTHIS THERAPEUTICS, INC.",36061001502,36061,40.70609,-74.00445
"MITEGEN, LLC",36109001500,36109,42.4852,-76.45874
"IN VIVO ANALYTICS, INC.",36061015102,36061,40.77422,-73.98924
"POP BIOTECHNOLOGIES, INC",36029004500,36029,42.94739,-78.83577
"NEMAMETRIX, INC.",41039004900,41039,44.03973,-123.05334
"ANCILIA, INC.",36061003700,36061,40.72756,-74.00528
"MIRIMUS, INC.",36059518201,36059,40.86755,-73.47346
"EYDIS BIO, INC.",37063002007,37063,35.94365,-78.94303
"KURE. AI, INC.",39035131105,39035,41.46818,-81.51404
ADIUTRIX THERAPEUTICS,36061006500,36061,40.7321,-73.99986
"GATEWAY BIO, INC.",37135010904,37135,36.06273,-78.9861
"LITRON LABORATORIES, LTD.",36055013101,36055,43.0959,-77.575
"EPICYPHER, INC.",37135011700,37135,35.90133,-79.05434
"LUCERNA, INC.",36061025100,36061,40.83957,-73.94052
"CYTEQUEST, INC.",36109000700,36109,42.44557,-76.49643
"KITWARE, INC.",36091062410,36091,42.84989,-73.75912
"BIOKIER, INC.",37135011206,37135,35.95551,-79.01634
NORTHWEST PREVENTION SCIENCE INC,41039004900,41039,44.03745,-123.06257
FORESIGHTCARES INC.,37179020203,37179,35.16448,-80.59937
JILLION THERAPEUTICS INC.,36061010602,36061,40.76095,-73.95828
"NIRSUM LABORATORIES, INC.",36061010400,36061,40.75881,-73.97712
AOHBIO CORPORATION,39009972900,39009,39.33444,-82.11506
"NANOPHARMACEUTICALS, LLC",36083052406,36083,42.6246,-73.71012
"COLLABORATIONS PHARMACEUTICALS, INC.",37183053211,37183,35.63011,-78.77219
"IRIS MEDIA, INC.",41039003900,41039,44.04872,-123.08848
OREGON RES BEHAVIORAL INTERVENTION STRAT,41039003700,41039,44.0486,-123.06806
"MICRORID TECHNOLOGIES, INC.",36103112104,36103,40.8291,-73.3549
NORTHEAST OHIO MEDICAL UNIVERSITY,39133601802,39133,41.10415,-81.24256
HER FOUNDATION,41005023300,41005,45.45194,-122.40246
