FIPS,name,IDC_loss,IDC_econ_loss,IDC_job_loss
01001,Autauga County,149697.12128983546,361784.7233106942,1.4103549225415895
01003,Baldwin County,375820.9984654261,920664.1946787746,3.575459023051708
01005,Barbour County,38335.79721587818,93418.21775471859,0.36505741990945345
01007,Bibb County,83349.76289956628,202916.31061642282,0.7906059753277338
01009,Blount County,1044698.4435706474,2523169.9039677195,9.851017292660606
01011,Bullock County,29022.012436032455,69903.78023288894,0.2728359289656752
01013,Butler County,33420.07971739535,82830.57415122581,0.32375973520342494
01015,Calhoun County,313808.12108562404,763662.0247627966,2.978860657832732
01017,Chambers County,207822.62804857283,501279.83996614127,1.954993112336268
01019,Cherokee County,28278.425799414785,68623.01440322759,0.2683198587228039
01021,Chilton County,262889.0557166314,636996.9245834319,2.4828288519753228
01023,Choctaw County,4914.177163293952,13109.314140592182,0.04876256171992239
01025,Clarke County,37641.686895922736,91373.72296563839,0.3545981076340939
01027,Clay County,33373.621481096736,80609.21984143424,0.3141899595259161
01029,Cleburne County,25153.27854182506,63060.51565333807,0.24755825404055024
01031,Coffee County,76554.91049958947,196788.66553380238,0.7671468956902322
01033,Colbert County,89815.1669519935,220842.78752534592,0.856823309986136
01035,Conecuh County,23531.19054501712,58710.27691138917,0.2283578263810058
01037,Coosa County,41182.425251468914,101997.35396841989,0.39749341010831285
01039,Covington County,44481.07125971238,107410.70922853547,0.4183772385498183
01041,Crenshaw County,12442.696032174528,30323.121322338393,0.11814563726862147
01043,Cullman County,601224.909678657,1457537.186336497,5.691230267472778
01045,Dale County,102729.4846426099,262479.45287672675,0.9598985456974899
01047,Dallas County,111230.80659275844,272282.61073582695,1.0624602257568099
01049,DeKalb County,68601.14839810283,166565.3602304096,0.6495297389883317
01051,Elmore County,267332.2465811397,654773.9856020409,2.558617718107981
01053,Escambia County,50316.627396488315,123226.8744103639,0.4786155235498948
01055,Etowah County,400539.9866257458,968480.7271676156,3.779588467278265
01057,Fayette County,83683.19597648548,203551.38243970126,0.794946854981034
01059,Franklin County,55112.57188581427,135757.3167424341,0.5233230985698186
01061,Geneva County,19299.359432527188,48952.262794440336,0.19411320359200768
01063,Greene County,28442.786297044942,69675.28746063511,0.2720859798513093
01065,Hale County,68959.2605471944,167062.59237195688,0.6515417647584113
01067,Henry County,19648.810487175328,49394.5478904429,0.1947403273316638
01069,Houston County,126446.98659024943,316515.61358031,1.232609386342672
01071,Jackson County,56440.92682034684,138525.01071758612,0.5395310544223435
01073,Jefferson County,29513954.590872113,71184971.14844546,277.8232524930328
01075,Lamar County,25237.302238781787,62044.44347940539,0.23955238252593195
01077,Lauderdale County,127134.10827203123,310691.3215280367,1.2113928212112204
01079,Lawrence County,60785.940085100534,150385.2485098388,0.5855189543482939
01081,Lee County,1500021.385905687,3634298.588355583,14.114734680471077
01083,Limestone County,247673.5733815146,608184.4413040063,2.3751799954540616
01085,Lowndes County,12023.683743191816,29003.02020137789,0.1131386065242483
01087,Macon County,621195.7068203727,1497537.5331405718,5.846966661006656
01089,Madison County,1237771.4202324932,3030198.90979768,11.826767433241589
01091,Marengo County,58144.55267716794,140620.40903332294,0.5478169341025032
01093,Marion County,74795.86144259348,182673.95653493862,0.7107954166500736
01095,Marshall County,262865.5118471417,642378.7804125615,2.50723533143588
01097,Mobile County,1476544.8607940273,3583157.187816099,13.949164721963303
01099,Monroe County,19546.53131623403,47633.29459551893,0.1845293415742706
01101,Montgomery County,679338.7676374234,1658830.940209983,6.481050758460559
01103,Morgan County,298728.15830997296,732454.2818877533,2.8585954471776436
01105,Perry County,42312.87685747233,103587.76525425728,0.4026781712183684
01107,Pickens County,82867.05738788506,202282.0854497684,0.7845428522634803
01109,Pike County,64446.367048389206,159626.27547050416,0.6268333322040629
01111,Randolph County,49933.9005622647,120488.01471464345,0.47042738247729854
01113,Russell County,116599.90249682384,284102.9884616637,1.1100261161452982
01115,St. Clair County,1945692.0939936829,4691636.897484748,18.31185070407629
01117,Shelby County,6162071.53682045,14848196.76411484,57.955040006170236
01119,Sumter County,28442.2938493585,69760.20600461804,0.2701504610344962
01121,Talladega County,591430.4728582135,1428808.731547289,5.574681675511157
01123,Tallapoosa County,260515.4474969944,631859.4361870426,2.466213341794183
01125,Tuscaloosa County,1939432.8621318634,4685149.539174487,18.281078395801423
01127,Walker County,915529.636538931,2213100.5844954085,8.641308468381567
01129,Washington County,30881.308541152557,76408.65157602374,0.2952378972762896
01131,Wilcox County,9011.419338471018,22693.158817185693,0.08711021448723051
01133,Winston County,110583.36497605301,271448.3415033007,1.0608419031324443
02013,Aleutians East Borough,216.95013472549678,531.7378262408796,0.0018006861182216232
02016,Aleutians West Census Area,131.69799673643843,340.5805041276546,0.0011002551409815004
02020,Anchorage Municipality,286497.6641828589,935775.4609986906,2.386226074663529
02050,Bethel Census Area,104.80574067832144,427.3687335145265,8.504967980018665e-4
02060,Bristol Bay Borough,4.215402093087303,17.74456421617155,3.4144756954007156e-5
02063,NA,4215.652156014348,17725.662306183636,0.03415699788126852
02066,NA,50.58482511704774,212.93477059405905,4.0973708344808674e-4
02068,Denali Borough,1919.0938292984406,8078.347673330597,0.015544660017317372
02070,Dillingham Census Area,91.28731779524433,357.8719104219583,7.516150873364974e-4
02090,Fairbanks North Star Borough,941838.577437984,3957455.1543391114,7.6421076349445105
02100,Haines Borough,109.00586933888599,458.8557878251754,8.829475416449764e-4
02105,Hoonah-Angoon Census Area,233.584005726185,983.2624024825219,0.0018920304463820987
02110,Juneau City and Borough,5917.338805530834,22098.45305708063,0.052512482729089635
02122,Kenai Peninsula Borough,25936.64933196367,100549.43548209869,0.21621991280974806
02130,Ketchikan Gateway Borough,824.7993515897139,3281.206947400166,0.006702569761349232
02150,Kodiak Island Borough,718.6803640344517,2985.512574377656,0.005846610699878837
02158,NA,104.65352585321192,389.9319158390148,8.534488170465446e-4
02164,Lake and Peninsula Borough,118.37863672772109,498.3100721714204,9.588669574945407e-4
02170,Matanuska-Susitna Borough,47245.02636894206,190575.5312761615,0.3880111682542509
02180,Nome Census Area,116.3265599000618,285.11266966302037,9.655104471705128e-4
02185,North Slope Borough,1655.6935219376135,5756.525980527132,0.013549082228524422
02188,Northwest Arctic Borough,36.62778071495386,89.77351649050733,3.0401057993411707e-4
02195,Petersburg Borough,388.7758742341704,1445.783796099466,0.00317077959476933
02198,Prince of Wales-Hyder Census Area,1028.0054685386963,3842.443062155388,0.00839410876512187
02220,Sitka City and Borough,46138.27674122644,193618.8974589807,0.3737880894743033
02230,Skagway Municipality,77.86133524206149,327.75413416083984,6.30676815460698e-4
02240,Southeast Fairbanks Census Area,8600.091314051759,36201.7357341503,0.06966073964381925
02275,Wrangell City and Borough,281.5901481953589,1185.3423130115443,0.002280880200382407
02282,Yakutat City and Borough,141.4397447596475,595.3848715220297,0.001145661932553145
02290,Yukon-Koyukuk Census Area,8710.039146593304,36664.55667788938,0.07055131708740577
04001,Apache County,42181.93378358692,123623.00218302413,0.43393254288108835
04003,Cochise County,335694.43709243496,1002320.699057771,3.4519092231019717
04005,Coconino County,1463949.4084463706,4377129.6294399295,15.07276736496943
04007,Gila County,97736.67168708387,292724.31966679887,1.0114492792651677
04009,Graham County,111345.89838664471,333239.20269862906,1.1485087367400582
04011,Greenlee County,16156.146472219363,48153.9249909003,0.16579604153006036
04012,La Paz County,10089.218500447481,32516.024874293158,0.10248897280945429
04013,Maricopa County,22611618.1796926,67474538.92179182,232.40826124286704
04015,Mohave County,135980.80845285425,415359.7499500309,1.3896183281549872
04017,Navajo County,98443.12597939631,291868.6949828936,1.0130208586838834
04019,Pima County,24620462.26800974,73605741.92637396,253.4371755305775
04021,Pinal County,1252474.9470176233,3738837.9562484394,12.877094668565393
04023,Santa Cruz County,167777.74797961512,500254.43179919093,1.7242343809960925
04025,Yavapai County,307067.94067116996,915387.5488926559,3.1568206961090657
04027,Yuma County,272897.3555337224,811919.8593938389,2.8128530028389798
05001,Arkansas County,21701.098233497367,58573.45004474649,0.202902033953884
05003,Ashley County,12058.799759911828,33350.86116685793,0.11617266837874463
05005,Baxter County,40119.501816547185,109050.67812598227,0.37996087010595353
05007,Benton County,310921.40818399104,839629.4379104185,2.92659367763343
