"CBSA_FIPS","CBSA_NAME","state_name","state","budg_NIH_cuts","econ_budg_NIH_cuts","jobs_budg_NIH_cuts"
"29200","Carroll County, IN","Indiana","IN",321653.620139954,865367.718504583,2.83055185723159
"30900","Cass County, IN","Indiana","IN",88847.6441077597,239033.165684831,0.781859268148285
"31140","Clark County, IN","Indiana","IN",846658.942988864,2277827.05360812,7.45059869830201
"45460","Clay County, IN","Indiana","IN",83370.1230097279,224296.599270307,0.733657082485605
"23140","Clinton County, IN","Indiana","IN",275211.508357098,740421.186584383,2.42186127354246
"18025","Crawford County, IN","Indiana","IN",65039.573453934,174980.611963431,0.572348246394619
"47780","Daviess County, IN","Indiana","IN",161583.849116246,434720.57549383,1.42193787222296
"17140","Dearborn County, IN","Indiana","IN",811095.903446964,2182149.26711819,7.13764395033329
"24700","Decatur County, IN","Indiana","IN",103923.820394491,279593.680039822,0.914529619471522
"12140","DeKalb County, IN","Indiana","IN",41986.3222329825,112958.802899048,0.369479635650246
"34620","Delaware County, IN","Indiana","IN",837507.155679698,2253205.34625557,7.37006296998135
"27540","Dubois County, IN","Indiana","IN",78434.1969483189,211017.124683295,0.690220933145206
"21140","Elkhart County, IN","Indiana","IN",406377.260941453,1093305.78340774,3.57611989628479
"18220","Fayette County, IN","Indiana","IN",85212.8280216993,229254.160237265,0.749872886590954
"31140","Floyd County, IN","Indiana","IN",682283.897471695,1835597.12298775,6.00409829775091
"18045","Fountain County, IN","Indiana","IN",176787.503558916,475624.053440885,1.55573003131846
"17140","Franklin County, IN","Indiana","IN",245494.449661524,660471.26009866,2.16035115702141
"18049","Fulton County, IN","Indiana","IN",42617.9896915728,114658.22299964,0.375038309285841
"18051","Gibson County, IN","Indiana","IN",49246.4457514383,132491.231983769,0.433368722612657
"31980","Grant County, IN","Indiana","IN",163891.515015142,440929.053959358,1.44224533213325
"18055","Greene County, IN","Indiana","IN",580852.988229505,1562710.29995567,5.11150629641964
"26900","Hamilton County, IN","Indiana","IN",6248962.99931343,16812031.6860805,54.9908743939582
"26900","Hancock County, IN","Indiana","IN",1327062.13177093,3570290.0803192,11.6781467595842
"31140","Harrison County, IN","Indiana","IN",256672.85470511,690545.321957125,2.25872112140497
"26900","Hendricks County, IN","Indiana","IN",3764163.37231232,10126997.6944737,33.1246376763484
"35220","Henry County, IN","Indiana","IN",188387.900558704,506833.43041319,1.6578135249166
"29020","Howard County, IN","Indiana","IN",313277.419282623,842832.626804106,2.75684128968709
"26540","Huntington County, IN","Indiana","IN",99553.6322392123,267836.250567324,0.876071963705068
"42980","Jackson County, IN","Indiana","IN",286430.318566103,770603.953346587,2.52058680338171
"16980","Jasper County, IN","Indiana","IN",104299.297261973,280603.852286671,0.917833815905361
"18075","Jay County, IN","Indiana","IN",68106.3616997242,183231.411523036,0.599335982957573
"31500","Jefferson County, IN","Indiana","IN",98870.4401890364,265998.210176222,0.87005987366352
"18079","Jennings County, IN","Indiana","IN",97020.943103498,261022.376008409,0.853784299310783
"26900","Johnson County, IN","Indiana","IN",2996490.55571456,8061672.66076773,26.3691168902881
"47180","Knox County, IN","Indiana","IN",138392.028105382,372325.962221934,1.21784984732736
"47700","Kosciusko County, IN","Indiana","IN",185415.597877016,498836.832118295,1.63165726131774
"18087","LaGrange County, IN","Indiana","IN",50011.2282314431,134548.780938406,0.440098808436699
"16980","Lake County, IN","Indiana","IN",4636083.63604425,12472787.0843624,40.7975359971894
"33140","LaPorte County, IN","Indiana","IN",436029.037190289,1173080.07586214,3.83705552727454
"13260","Lawrence County, IN","Indiana","IN",483070.253567838,1299638.42168337,4.25101823139697
"26900","Madison County, IN","Indiana","IN",734207.454201825,1975290.77793448,6.46102559697606
"26900","Marion County, IN","Indiana","IN",25694157.8931347,69126828.9945062,226.108589459585
"38500","Marshall County, IN","Indiana","IN",104775.360482696,281884.639187194,0.922023172247723
"18101","Martin County, IN","Indiana","IN",14843.0775857208,39933.3922632454,0.130619082754343
"37940","Miami County, IN","Indiana","IN",97730.5549318329,262931.495416556,0.86002888340013
"14020","Monroe County, IN","Indiana","IN",6146985.42401159,16537674.1282853,54.093471731302
"18820","Montgomery County, IN","Indiana","IN",250427.985187383,673744.303257062,2.20376626964897
"26900","Morgan County, IN","Indiana","IN",1097392.16350218,2952392.55327357,9.65705103881914
"16980","Newton County, IN","Indiana","IN",64191.1230028148,172697.965087485,0.56488188242477
"28340","Noble County, IN","Indiana","IN",61486.3219195951,165421.045457679,0.541079632892437
"17140","Ohio County, IN","Indiana","IN",82580.8959745903,222173.285382274,0.726711884576395
"18117","Orange County, IN","Indiana","IN",102399.091499213,275491.592941063,0.90111200519307
"14020","Owen County, IN","Indiana","IN",514344.237765839,1383777.05610071,4.52622929233938
"18121","Parke County, IN","Indiana","IN",91038.3781503316,244927.05402175,0.801137727722918
"18123","Perry County, IN","Indiana","IN",57464.0607483285,154599.668811913,0.505683734585291
"18125","Pike County, IN","Indiana","IN",17645.6276676024,47473.2930089527,0.155281523474901
"16980","Porter County, IN","Indiana","IN",1093375.12641176,2941585.2313458,9.62170111242345
"21780","Posey County, IN","Indiana","IN",45592.9101585253,122661.864109288,0.401217609395023
"18131","Pulaski County, IN","Indiana","IN",37057.1153630068,99697.4054328793,0.32610261519446
"24600","Putnam County, IN","Indiana","IN",231828.343981937,623704.359456779,2.04008942704104
"18135","Randolph County, IN","Indiana","IN",100014.476443628,269076.092660778,0.880127392703929
"18137","Ripley County, IN","Indiana","IN",143927.569300465,387218.624249468,1.2665626098441
"18139","Rush County, IN","Indiana","IN",56315.4481031308,151509.474136698,0.495575943307551
"43780","St. Joseph County, IN","Indiana","IN",4966657.78235367,13362154.3318503,43.7065884847123
"18143","Scott County, IN","Indiana","IN",61075.7197266492,164316.373037801,0.537466333594513
"26900","Shelby County, IN","Indiana","IN",395359.920489972,1063665.04513052,3.47916730031175
"18147","Spencer County, IN","Indiana","IN",23461.8180619686,63121.005631528,0.206463998945324
"18149","Starke County, IN","Indiana","IN",50458.5487063442,135752.239175988,0.444035228615829
"11420","Steuben County, IN","Indiana","IN",37300.4279289166,100352.006615211,0.328243765774466
"45460","Sullivan County, IN","Indiana","IN",67856.7490279755,182559.860715782,0.597139391446184
"18155","Switzerland County, IN","Indiana","IN",40121.4352710884,107941.564247168,0.353068630385578
"29200","Tippecanoe County, IN","Indiana","IN",9651749.82677659,25966792.2392433,84.935398475634
"26900","Tipton County, IN","Indiana","IN",62256.8189551025,167493.968689326,0.547860006804902
"18161","Union County, IN","Indiana","IN",56819.6286557424,152865.907104367,0.500012732170533
"21780","Vanderburgh County, IN","Indiana","IN",386106.090725751,1038768.80566955,3.3977335983866
"45460","Vermillion County, IN","Indiana","IN",34067.8857106208,91655.2672991751,0.299797394253463
"45460","Vigo County, IN","Indiana","IN",387751.290231791,1043195.00346085,3.41221135403977
"47340","Wabash County, IN","Indiana","IN",101683.029174558,273565.119301738,0.894810656736114
"29200","Warren County, IN","Indiana","IN",211911.924828479,570121.793850618,1.86482493849062
"21780","Warrick County, IN","Indiana","IN",157760.376331042,424434.013447811,1.38829131171317
"31140","Washington County, IN","Indiana","IN",123023.078620717,330977.779211992,1.08260309186231
"39980","Wayne County, IN","Indiana","IN",249393.167855521,670960.260244729,2.19465987712859
"23060","Wells County, IN","Indiana","IN",57280.036483444,154104.575182364,0.504064321054307
"33900","White County, IN","Indiana","IN",371320.270683054,998989.457465725,3.26761838201088
"23060","Whitley County, IN","Indiana","IN",85935.6550035786,231198.833317301,0.756233764031492
"19001","Adair County, IA","Iowa","IA",10444.4710830633,25650.8590732984,0.0825113215562002
"19003","Adams County, IA","Iowa","IA",13397.0276538415,32902.1226270635,0.105836518465348
"19005","Allamakee County, IA","Iowa","IA",47561.7238026765,116808.124111133,0.375737618041144
"19007","Appanoose County, IA","Iowa","IA",26415.8691605159,64875.4476647321,0.208685366368076
"19009","Audubon County, IA","Iowa","IA",8166.42719235755,20056.1494572185,0.0645147748196246
"16300","Benton County, IA","Iowa","IA",301215.215358939,739762.595775144,2.37960020133562
"47940","Black Hawk County, IA","Iowa","IA",229103.008090593,562660.275189055,1.80991376391568
"11180","Boone County, IA","Iowa","IA",296840.065050614,729017.5457778,2.34503651389985
"47940","Bremer County, IA","Iowa","IA",62083.2431435214,152471.916291688,0.490457620833819
"19019","Buchanan County, IA","Iowa","IA",68112.4140301546,167279.120171322,0.538088070838221
"44740","Buena Vista County, IA","Iowa","IA",14357.2179534606,35260.2799586509,0.113422021832338
"19023","Butler County, IA","Iowa","IA",28621.9895019284,70293.5182904504,0.226113717065235
"19025","Calhoun County, IA","Iowa","IA",10821.5070400357,26576.8318794798,0.085489905616282
"16140","Carroll County, IA","Iowa","IA",38574.9871637419,94737.3544933236,0.304742398593561
"19029","Cass County, IA","Iowa","IA",64519.2016424623,158454.452665986,0.509701692975452
"19031","Cedar County, IA","Iowa","IA",928417.666856971,2280126.06328399,7.33449956817007
"32380","Cerro Gordo County, IA","Iowa","IA",90983.9750687046,223450.005639858,0.718773403042766
"19035","Cherokee County, IA","Iowa","IA",9854.43345945716,24201.7697119799,0.0778500243297115
"19037","Chickasaw County, IA","Iowa","IA",37150.0074892838,91237.7083627394,0.293485059165342
"19039","Clarke County, IA","Iowa","IA",26764.4475553381,65731.5307742041,0.211439135687171
"43980","Clay County, IA","Iowa","IA",5814.66054145993,14280.3821200597,0.0459358182775335
"19043","Clayton County, IA","Iowa","IA",63093.5339662286,154953.11685323,0.498438918333206
"17540","Clinton County, IA","Iowa","IA",177434.418993784,435765.98950449,1.40173191005089
"19047","Crawford County, IA","Iowa","IA",95385.6729278567,234260.254485435,0.753546816130068
"19780","Dallas County, IA","Iowa","IA",260634.746676052,640099.924967325,2.05901449874081
"19051","Davis County, IA","Iowa","IA",20431.2007330881,50177.5385785264,0.161406485791396
"19053","Decatur County, IA","Iowa","IA",40390.8775741601,99197.048875141,0.319087932835865
"19055","Delaware County, IA","Iowa","IA",45878.3638580937,112673.914885531,0.362439074478941
"15460","Des Moines County, IA","Iowa","IA",169181.789122425,415498.132555987,1.33653613406716
"44020","Dickinson County, IA","Iowa","IA",36731.0194846444,90208.7043878196,0.290175053928691
"20220","Dubuque County, IA","Iowa","IA",375350.750797016,921834.062747687,2.96527093129643
"19063","Emmet County, IA","Iowa","IA",8944.84936804754,21967.8975361167,0.0706643100075755
"19065","Fayette County, IA","Iowa","IA",32785.8455801126,80519.6450721306,0.259008180082889
"19067","Floyd County, IA","Iowa","IA",22270.8160074108,54695.4994954039,0.175939446458545
"19069","Franklin County, IA","Iowa","IA",28207.7690288076,69276.2230251567,0.22284137532758
"19071","Fremont County, IA","Iowa","IA",44768.8457745104,109949.01940974,0.353673881618632
"19073","Greene County, IA","Iowa","IA",82489.2277628705,202587.525934344,0.651664899326677
"47940","Grundy County, IA","Iowa","IA",43060.3768754791,105753.144423669,0.340176977316285
"19780","Guthrie County, IA","Iowa","IA",20005.7461552817,49132.653171634,0.158045394626725
"19079","Hamilton County, IA","Iowa","IA",54984.8680488671,135038.824873814,0.43438045758605
"19081","Hancock County, IA","Iowa","IA",49098.0492632527,120581.227369934,0.387874589179696
"19083","Hardin County, IA","Iowa","IA",52965.4708049917,130079.332554509,0.418427219359435
"36540","Harrison County, IA","Iowa","IA",46234.5936373143,113548.78923693,0.365253289734783
"19087","Henry County, IA","Iowa","IA",265343.446857065,651664.149120087,2.09621323017081
"19089","Howard County, IA","Iowa","IA",26901.0814345462,66067.0936143262,0.212518543332915
"19091","Humboldt County, IA","Iowa","IA",15647.9174784178,38430.1438375732,0.123618548079501
"19093","Ida County, IA","Iowa","IA",5205.82155205069,12785.117975857,0.0411259902612005
"19095","Iowa County, IA","Iowa","IA",984917.018508586,2418884.34940711,7.78084444621783
"19097","Jackson County, IA","Iowa","IA",40711.8451759929,99985.3218911923,0.321623576890344
"19780","Jasper County, IA","Iowa","IA",91329.1104735853,224297.633017194,0.721499972741324
"19101","Jefferson County, IA","Iowa","IA",27309.2302412618,67069.4773098466,0.215742918905968
"26980","Johnson County, IA","Iowa","IA",24995160.1782365,61386290.042599,197.461765408068
"16300","Jones County, IA","Iowa","IA",186103.257607378,457056.024762194,1.47021573509829
"19107","Keokuk County, IA","Iowa","IA",48223.2734626739,118432.841817144,0.380963860355124
"19109","Kossuth County, IA","Iowa","IA",25435.9708269045,62468.8888393278,0.200944169532546
"22800","Lee County, IA","Iowa","IA",113563.072642377,278902.622173376,0.897148273874779
"16300","Linn County, IA","Iowa","IA",3325021.6422291,8166010.59854442,26.2676709736099
"19115","Louisa County, IA","Iowa","IA",186021.370367883,456854.91567553,1.46956882590628
"19117","Lucas County, IA","Iowa","IA",19083.8116695222,46868.4493281883,0.150762112189226
"19119","Lyon County, IA","Iowa","IA",10290.9637619462,25273.8562907372,0.0812986137193749
"19780","Madison County, IA","Iowa","IA",37111.8198555684,91143.9223200586,0.29318337685899
"36820","Mahaska County, IA","Iowa","IA",94027.4270106529,230924.501594552,0.742816673384158
"37800","Marion County, IA","Iowa","IA",67508.8120751562,165796.7178016,0.533319615393734
"32260","Marshall County, IA","Iowa","IA",122897.20766039,301826.57686807,0.970887940517081
"36540","Mills County, IA","Iowa","IA",71708.3032770901,176110.361847686,0.566495595889012
"19131","Mitchell County, IA","Iowa","IA",33873.6555884166,83191.2270986036,0.267601879148491
"19133","Monona County, IA","Iowa","IA",13640.2251667958,33499.3979780274,0.107757778817687
"19135","Monroe County, IA","Iowa","IA",20003.8923190293,49128.1002850324,0.158030749320331
"19137","Montgomery County, IA","Iowa","IA",18998.338396228,46658.53320411,0.150086873330201
"34700","Muscatine County, IA","Iowa","IA",935977.739646583,2298693.0505606,7.394224143208
"19141","O'Brien County, IA","Iowa","IA",7668.03364834033,18832.1312700881,0.0605774658218886
"19143","Osceola County, IA","Iowa","IA",1702.84692242778,4182.06782164635,0.0134524906871795
"19145","Page County, IA","Iowa","IA",88924.8247599653,218392.882693167,0.702506115603726
"19147","Palo Alto County, IA","Iowa","IA",5292.57185747372,12998.1703976862,0.0418113176740424
"30180","Plymouth County, IA","Iowa","IA",35130.4013658622,86277.7030505065,0.277530170790311
"19151","Pocahontas County, IA","Iowa","IA",10004.9249465133,24571.3658260875,0.0790389070774554
"19780","Polk County, IA","Iowa","IA",1347618.06310421,3309651.65649909,10.6461826985233
"36540","Pottawattamie County, IA","Iowa","IA",738716.369256131,1814233.51476886,5.83585931712344
"19157","Poweshiek County, IA","Iowa","IA",105502.525066501,259106.505330495,0.833469948025358
"19159","Ringgold County, IA","Iowa","IA",13375.2640314919,32848.6727581929,0.105664585848786
"19161","Sac County, IA","Iowa","IA",7596.26631817939,18655.8759425196,0.0600105039136172
"19340","Scott County, IA","Iowa","IA",835941.235032507,2053010.69272421,6.60393575675681
"19165","Shelby County, IA","Iowa","IA",17811.9350511044,43744.8131346273,0.140714286903725
"19167","Sioux County, IA","Iowa","IA",68229.4006520197,167566.430780644,0.539012265150955
"11180","Story County, IA","Iowa","IA",1842337.87534756,4524647.42638549,14.5544692152457
"19171","Tama County, IA","Iowa","IA",68603.1124040057,168484.239581874,0.541964587991645
"19173","Taylor County, IA","Iowa","IA",10029.8821942009,24632.6590058186,0.079236069334187
"19175","Union County, IA","Iowa","IA",43695.6801919746,107313.403024667,0.345195873516599
"19177","Van Buren County, IA","Iowa","IA",10702.7659725323,26285.2124796539,0.0845518511830054
"36900","Wapello County, IA","Iowa","IA",54339.3903086494,133453.578630361,0.42928118343833
"19780","Warren County, IA","Iowa","IA",137766.452393171,338344.357245235,1.08835497390605
"26980","Washington County, IA","Iowa","IA",1470614.20521554,3611721.20916158,11.6178522212028
"19185","Wayne County, IA","Iowa","IA",18869.6711640244,46342.5358678777,0.149070402195793
"22700","Webster County, IA","Iowa","IA",54120.2891469614,132915.482160319,0.427550284260995
"19189","Winnebago County, IA","Iowa","IA",17778.2339808957,43662.0457646314,0.140448048449076
"19191","Winneshiek County, IA","Iowa","IA",48998.0275245726,120335.581276154,0.387084417444123
"43580","Woodbury County, IA","Iowa","IA",132177.87818311,324619.22666247,1.04420523764657
"32380","Worth County, IA","Iowa","IA",20212.1737903116,49639.6243847166,0.159676172943462
"19197","Wright County, IA","Iowa","IA",12745.1128779993,31301.0674936883,0.100686391736195
"20001","Allen County, KS","Kansas","KS",7139.67012850424,19723.8373103092,0.0578313280408843
"20003","Anderson County, KS","Kansas","KS",588.775879783139,1626.53448353498,0.00476908462624342
"11860","Atchison County, KS","Kansas","KS",88598.8687134561,244760.56189276,0.717650836578994
"20007","Barber County, KS","Kansas","KS",6440.57583951147,17792.5405175331,0.0521686643000429
"24460","Barton County, KS","Kansas","KS",225322.385910191,622468.825880388,1.82511132587255
"20011","Bourbon County, KS","Kansas","KS",31570.8980708864,87216.8105924767,0.25572427437418
"20013","Brown County, KS","Kansas","KS",58916.1690823903,162760.031347721,0.477220969567361
"48620","Butler County, KS","Kansas","KS",102516.46727922,283208.899830024,0.83038338496168
"21380","Chase County, KS","Kansas","KS",20840.5445581776,57573.4596872561,0.168808410921239
"20019","Chautauqua County, KS","Kansas","KS",182.616171358317,504.489925903284,0.00147919098800237
"27900","Cherokee County, KS","Kansas","KS",16105.8621025387,44493.5687693038,0.130457483030563
"20023","Cheyenne County, KS","Kansas","KS",2297.74383627567,6347.67780468336,0.018611725073833
"20025","Clark County, KS","Kansas","KS",24224.3778479448,66921.5354514452,0.196217460568353
"20027","Clay County, KS","Kansas","KS",16119.3096590571,44530.718583261,0.130566408238362
"20029","Cloud County, KS","Kansas","KS",13604.0158364509,37582.0437493016,0.110192528275253
"20031","Coffey County, KS","Kansas","KS",24035.8604046388,66400.7428496865,0.194690469277574
"20033","Comanche County, KS","Kansas","KS",2237.84158333585,6182.19364781888,0.0181265168250204
"11680","Cowley County, KS","Kansas","KS",52501.4114611926,145038.815461228,0.42526143283566
"38260","Crawford County, KS","Kansas","KS",24000.3923710899,66302.7599301897,0.194403178205828
"20039","Decatur County, KS","Kansas","KS",2618.08714515661,7232.64856580975,0.0212065058757686
"20041","Dickinson County, KS","Kansas","KS",52596.0843075885,145300.355810629,0.426028282891467
"41140","Doniphan County, KS","Kansas","KS",6565.69224428939,18138.1833229112,0.0531821071787441
"29940","Douglas County, KS","Kansas","KS",3562640.35635565,9842042.77216688,28.8573868864808
"20047","Edwards County, KS","Kansas","KS",3416.18148166165,9437.43990324965,0.0276710700014594
"20049","Elk County, KS","Kansas","KS",542.388425495789,1498.38590171882,0.0043933462465159
"25700","Ellis County, KS","Kansas","KS",48867.5715454719,135000.078934278,0.395827329518322
"20053","Ellsworth County, KS","Kansas","KS",14700.4954171709,40611.1451608437,0.119074012879085
"23780","Finney County, KS","Kansas","KS",26404.9754701085,72945.5886590428,0.213880301307879
"19980","Ford County, KS","Kansas","KS",41639.2926042742,115031.453591137,0.337278270094621
"36840","Franklin County, KS","Kansas","KS",57623.1626776052,159188.010860759,0.466747617688602
"31740","Geary County, KS","Kansas","KS",138790.03979972,383417.176988613,1.12419932237773
"20063","Gove County, KS","Kansas","KS",289.324068142139,799.277942437362,0.00234352495195133
"20065","Graham County, KS","Kansas","KS",5746.24563283732,15874.4048348495,0.0465445896259823
"20067","Grant County, KS","Kansas","KS",10608.4882888344,29306.6897141262,0.0859287551395583
"20069","Gray County, KS","Kansas","KS",1515.90200470223,4187.78514706845,0.0122788062380881
"20071","Greeley County, KS","Kansas","KS",17.0871348002965,47.2044031214896,0.000138405791882402
"20073","Greenwood County, KS","Kansas","KS",673.541390418264,1860.70512604375,0.00545568526238794
"20075","Hamilton County, KS","Kansas","KS",96.0640787348503,265.383725890411,0.000778119037752288
"20077","Harper County, KS","Kansas","KS",3478.59263383564,9609.85506945096,0.0281766003340686
"48620","Harvey County, KS","Kansas","KS",78723.7429491526,217479.837365117,0.637662317888136
"20081","Haskell County, KS","Kansas","KS",561.692872234121,1551.71578390935,0.00454971226509638
"20083","Hodgeman County, KS","Kansas","KS",5138.58125561815,14195.6895581183,0.041622508170507
"45820","Jackson County, KS","Kansas","KS",11287.2872908587,31181.9193593833,0.0914270270559553
"45820","Jefferson County, KS","Kansas","KS",154002.188063823,425441.798869054,1.24741772331697
"20089","Jewell County, KS","Kansas","KS",5808.67584224614,16046.8726479928,0.0470502743221937
"28140","Johnson County, KS","Kansas","KS",11752702.6494732,32467661.7886285,95.1968914607331
"20093","Kearny County, KS","Kansas","KS",99.7047270922806,275.441271213032,0.000807608289447473
"20095","Kingman County, KS","Kansas","KS",4329.99223256555,11961.9059162216,0.0350729370837809
"20097","Kiowa County, KS","Kansas","KS",7303.0499423895,20175.1854553721,0.0591547045333549
"20099","Labette County, KS","Kansas","KS",10846.9576437562,29965.4779599858,0.0878603569144255
"20101","Lane County, KS","Kansas","KS",24.1495805933307,66.714902812302,0.000195611602805979
"28140","Leavenworth County, KS","Kansas","KS",290206.391330454,801715.42185983,2.35067176977668
"20105","Lincoln County, KS","Kansas","KS",2502.83288484568,6914.25062321895,0.02027294636725
"28140","Linn County, KS","Kansas","KS",817.695412405763,2258.94067840586,0.00662333284048668
"20109","Logan County, KS","Kansas","KS",7393.16189451339,20424.1260158485,0.0598846113455585
"21380","Lyon County, KS","Kansas","KS",76190.1501688577,210480.610382682,0.617140216367747
"32700","McPherson County, KS","Kansas","KS",49046.4244709746,135494.172630709,0.397276038214894
"20115","Marion County, KS","Kansas","KS",15354.954280243,42419.1334725149,0.124375129669968
"20117","Marshall County, KS","Kansas","KS",14024.9177853876,38744.8147758333,0.11360183406164
"20119","Meade County, KS","Kansas","KS",29.228403876752,80.7455067991835,0.000236750071401691
"28140","Miami County, KS","Kansas","KS",245641.004936857,678600.42983953,1.98969213998854
"20123","Mitchell County, KS","Kansas","KS",32209.994170554,88982.3581974242,0.260900952781487
"20125","Montgomery County, KS","Kansas","KS",22385.8653649204,61842.5163293472,0.181325509455855
"20127","Morris County, KS","Kansas","KS",24039.259601395,66410.1333680997,0.1947180027713
"20129","Morton County, KS","Kansas","KS",3156.70775852063,8720.62562339916,0.0255693328440171
"20131","Nemaha County, KS","Kansas","KS",25016.9901866737,69111.1823872076,0.202637620512057
"20133","Neosho County, KS","Kansas","KS",9513.42601428038,26281.5037098416,0.0770587507156711
"20135","Ness County, KS","Kansas","KS",24140.6027221703,66690.1008162751,0.19553888204958
"20137","Norton County, KS","Kansas","KS",3529.29064222849,9749.91185799993,0.0285872542020508
"45820","Osage County, KS","Kansas","KS",83442.9650671464,230517.018020692,0.675888017043886
"20141","Osborne County, KS","Kansas","KS",1221.89829543034,3375.57936921957,0.00989737619298574
"41460","Ottawa County, KS","Kansas","KS",14410.3983689024,39809.7318068281,0.116724226788109
"20145","Pawnee County, KS","Kansas","KS",53173.408665752,146895.254666002,0.430704610192591
"20147","Phillips County, KS","Kansas","KS",1507.03885605794,4163.30008000365,0.0122070147340693
"31740","Pottawatomie County, KS","Kansas","KS",328430.704993141,907312.75764865,2.66028871044444
"20151","Pratt County, KS","Kansas","KS",4351.33026047382,12020.8537084039,0.0352457751098379
"20153","Rawlins County, KS","Kansas","KS",1214.0635915535,3353.93545264361,0.00983391509158336
"26740","Reno County, KS","Kansas","KS",62693.0102216158,173193.818740721,0.507813382795088
"20157","Republic County, KS","Kansas","KS",10218.872707428,28230.3494626993,0.0827728689301671
"20159","Rice County, KS","Kansas","KS",575.931559795345,1591.05115261899,0.0046650456343423
"31740","Riley County, KS","Kansas","KS",1423975.87928835,3933832.80619045,11.5342046222357
"20163","Rooks County, KS","Kansas","KS",2810.62559955912,7764.54949151948,0.0227660673564289
"20165","Rush County, KS","Kansas","KS",1298.37336067156,3586.84707738597,0.0105168242214397
"20167","Russell County, KS","Kansas","KS",11305.4956744491,31232.221290587,0.0915745149630377
"41460","Saline County, KS","Kansas","KS",129122.918806215,356711.080165772,1.04589564233034
"20171","Scott County, KS","Kansas","KS",1511.37879742247,4175.28947109167,0.012242168259122
"48620","Sedgwick County, KS","Kansas","KS",1000699.54668758,2764502.3789777,8.10566632816938
"30580","Seward County, KS","Kansas","KS",5483.38757800187,15148.2411023571,0.0444154393818151
"45820","Shawnee County, KS","Kansas","KS",578423.376442481,1597934.97011624,4.6852293491841
"20179","Sheridan County, KS","Kansas","KS",1376.32382005282,3802.19066489451,0.0111482229424278
"20181","Sherman County, KS","Kansas","KS",4749.26860452779,13120.1861728435,0.0384690756966751
"20183","Smith County, KS","Kansas","KS",3616.38104041067,9990.50516470994,0.0292926864273265
"20185","Stafford County, KS","Kansas","KS",27040.2673376067,74700.6268069637,0.219026165434614
"20187","Stanton County, KS","Kansas","KS",414.397684011126,1144.80254046649,0.00335662124049012
"20189","Stevens County, KS","Kansas","KS",175.371256873461,484.475343709086,0.00142050718067503
"48620","Sumner County, KS","Kansas","KS",22754.2474572832,62860.197584506,0.184309404403994
"20193","Thomas County, KS","Kansas","KS",3733.52764846128,10314.1308500788,0.0302415739525363
"20195","Trego County, KS","Kansas","KS",1240.44470813524,3426.8151294574,0.0100476021358954
"45820","Wabaunsee County, KS","Kansas","KS",10791.8572799244,29813.2593571095,0.0874140439673875
"20199","Wallace County, KS","Kansas","KS",93.4774109222227,258.2378754248,0.000757167028470004
"20201","Washington County, KS","Kansas","KS",11058.4084810132,30549.6256640281,0.089573108696207
"20203","Wichita County, KS","Kansas","KS",8.07866240328248,22.3178690414703,0.0000654371654665881
"20205","Wilson County, KS","Kansas","KS",3301.38375037307,9120.30315396359,0.0267412083780218
"20207","Woodson County, KS","Kansas","KS",1516.23458529903,4188.703924192,0.0122815001409221
"28140","Wyandotte County, KS","Kansas","KS",1381881.88755793,3817545.21451058,11.1932432892192
"21001","Adair County, KY","Kentucky","KY",58133.4070911255,151965.851121097,0.499947300983679
"14540","Allen County, KY","Kentucky","KY",47105.8838476217,123138.933186804,0.405110601089546
"23180","Anderson County, KY","Kentucky","KY",273373.657484329,714622.841021048,2.35101345436523
"37140","Ballard County, KY","Kentucky","KY",15406.229311461,40273.2416184215,0.132493572078564
"23980","Barren County, KY","Kentucky","KY",120111.769946607,313982.755577798,1.03296122154082
"34460","Bath County, KY","Kentucky","KY",119664.149744535,312812.636907819,1.029111687803
"33180","Bell County, KY","Kentucky","KY",83862.3633575344,219223.611041368,0.721216324874795
"17140","Boone County, KY","Kentucky","KY",1949184.88352133,5095341.12377722,16.7629899982834
"30460","Bourbon County, KY","Kentucky","KY",266883.037677334,697655.788638805,2.29519412402507
"26580","Boyd County, KY","Kentucky","KY",163560.270955726,427560.967593426,1.40661833021924
"19220","Boyle County, KY","Kentucky","KY",318784.109779877,833329.766663126,2.74154334410694
"17140","Bracken County, KY","Kentucky","KY",29114.1982637991,76107.0809411067,0.250382105068672
"21025","Breathitt County, KY","Kentucky","KY",6351.15501886752,16602.4791309981,0.0546199331622607
"21027","Breckinridge County, KY","Kentucky","KY",68843.4545120049,179962.859266689,0.592053708803242
"31140","Bullitt County, KY","Kentucky","KY",715543.301479473,1870493.27167214,6.15367239272346
"14540","Butler County, KY","Kentucky","KY",40492.0798054007,105849.866353876,0.348231886326446
"21033","Caldwell County, KY","Kentucky","KY",5089.32802383614,13303.9521245397,0.0437682210049908
"34660","Calloway County, KY","Kentucky","KY",74783.3748081147,195490.334578343,0.643137023349786
"17140","Campbell County, KY","Kentucky","KY",2494050.24215156,6519667.20603922,21.4488320825034
"37140","Carlisle County, KY","Kentucky","KY",5838.62205566048,15262.672780765,0.0502121496786802
"21041","Carroll County, KY","Kentucky","KY",28757.3327151894,75174.2029361197,0.247313061350629
"26580","Carter County, KY","Kentucky","KY",27578.5976970759,72092.8856826326,0.237175940194852
"21045","Casey County, KY","Kentucky","KY",21613.4719906671,56499.5212063722,0.185875859119737
"17300","Christian County, KY","Kentucky","KY",217783.261519425,569304.645173295,1.87293604906706
