"CBSA_FIPS","CBSA_NAME","state_name","state","raw_funding","econ_impact","jobs"
"19191","Winneshiek County, IA","Iowa","IA",239121.343226021,591057.504982202,2.03838784032956
"19197","Wright County, IA","Iowa","IA",63637.5416494381,163624.744249306,0.533660620152862
"19220","Boyle County, KY","Kentucky","KY",1579098.44210309,4127197.40867224,13.6526615351779
"19220","Lincoln County, KY","Kentucky","KY",646863.842274085,1691712.67792093,5.654615878809
"19260","Danville city, VA","Virginia","VA",1232571.72844558,3367183.73726657,10.5795335302677
"19260","Pittsylvania County, VA","Virginia","VA",1376636.74810489,3655396.18747542,12.2896250168783
"19300","Baldwin County, AL","Alabama","AL",2322178.73390221,5801897.51617163,21.5247763002838
"19340","Henry County, IL","Illinois","IL",450895.791473296,1207620.41291517,4.05715964803859
"19340","Mercer County, IL","Illinois","IL",307771.191692808,767714.31884568,2.77177336707171
"19340","Rock Island County, IL","Illinois","IL",2122690.38896459,5553829.37174309,19.0199969173283
"19340","Scott County, IA","Iowa","IA",4154357.46895234,10231286.2198302,32.9964729602547
"19430","Greene County, OH","Ohio","OH",3803686.42931716,9930574.3780333,37.5519672096583
"19430","Miami County, OH","Ohio","OH",1057190.59054614,2766799.94480255,10.4096708196496
"19430","Montgomery County, OH","Ohio","OH",9258928.63995672,24174643.0563536,91.064506950905
"19460","Lawrence County, AL","Alabama","AL",421077.085101371,1052973.9947855,3.92678195038485
"19460","Morgan County, AL","Alabama","AL",2224473.53947381,5537060.1937679,20.7089231124769
"19500","Macon County, IL","Illinois","IL",3853920.64961,10977820.3206393,37.9841305550994
"19540","Adams County, IN","Indiana","IN",477537.749301146,1278073.69458735,4.26232346891281
"19580","Defiance County, OH","Ohio","OH",245376.931574105,641045.513172996,2.40393159532228
"19620","Val Verde County, TX","Texas","TX",462990.546543244,1506059.21471989,5.45187459314499
"19660","Flagler County, FL","Florida","FL",2675975.2588329,8567450.38194381,29.9003027683288
"19660","Volusia County, FL","Florida","FL",3286062.95022431,10466973.7404747,36.4676023077159
"19700","Luna County, NM","New Mexico","NM",119892.689036738,293723.185664932,0.992874114532519
"19740","Adams County, CO","Colorado","CO",39212743.6034212,109825909.510771,376.424199408368
"19740","Arapahoe County, CO","Colorado","CO",99183517.9463454,277607030.690621,951.645066345892
"19740","Broomfield County, CO","Colorado","CO",4862251.32179259,13606975.5992115,46.63867443025
"19740","Clear Creek County, CO","Colorado","CO",428591.470917522,1198976.60443198,4.13389226853955
"19740","Denver County, CO","Colorado","CO",123371013.990244,345488527.224244,1184.28864060632
"19740","Douglas County, CO","Colorado","CO",27005961.1166131,75678434.3361498,259.311773453986
"19740","Elbert County, CO","Colorado","CO",1402190.45265218,3928768.39991198,13.4644990689133
"19740","Gilpin County, CO","Colorado","CO",127205.540161451,356312.590492594,1.22037121083928
"19740","Jefferson County, CO","Colorado","CO",42910112.5295209,120060082.310996,411.902022305013
"19740","Park County, CO","Colorado","CO",149065.93035507,419438.903371364,1.44031030872503
"19760","Beauregard Parish, LA","Louisiana","LA",110541.14500368,310200.240716307,1.1014213213745
"19780","Dallas County, IA","Iowa","IA",1295693.58182192,3197485.44279316,10.358298991813
"19780","Guthrie County, IA","Iowa","IA",100598.344852232,262779.252724342,0.874541719739572
"19780","Jasper County, IA","Iowa","IA",450278.995371821,1105625.01877179,3.60420593121959
"19780","Madison County, IA","Iowa","IA",184255.253307182,453152.157518868,1.45940860176057
"19780","Polk County, IA","Iowa","IA",6673412.78408414,16495043.4270835,53.6317520673894
"19780","Warren County, IA","Iowa","IA",689061.65073555,1702738.58653568,5.55633094159129
"19810","Becker County, MN","Minnesota","MN",342967.779433033,1005219.42424967,2.90289378876414
"19820","Lapeer County, MI","Michigan","MI",1128577.62326255,2897757.57877162,10.937999100456
"19820","Livingston County, MI","Michigan","MI",48690194.6030582,124077684.566493,472.25119944931
"19820","Macomb County, MI","Michigan","MI",25974065.3489497,66165444.3718465,250.908636620695
"19820","Oakland County, MI","Michigan","MI",88887382.2081189,226416173.835846,857.89484755114
"19820","St. Clair County, MI","Michigan","MI",2476196.45996401,6324125.68167307,24.0187714212635
"19820","Wayne County, MI","Michigan","MI",162923646.671956,415154567.072593,1579.40975659216
"19860","Billings County, ND","North Dakota","ND",0,0,0
"19860","Dunn County, ND","North Dakota","ND",10408.6780660478,37732.5862037718,0.0780944428517141
"19860","Stark County, ND","North Dakota","ND",45178.2550239261,158535.502396981,0.347623729084078
"19940","Lee County, IL","Illinois","IL",323205.697458764,917745.528109113,3.18512130956778
"19980","Ford County, KS","Kansas","KS",204673.846096065,562442.603813002,1.67803060141101
"20001","Allen County, KS","Kansas","KS",35588.4606529721,98156.1904350279,0.288561250602671
"20003","Anderson County, KS","Kansas","KS",3828.9641209982,10577.3172530383,0.0310162015568632
"20007","Barber County, KS","Kansas","KS",31323.5638495942,82756.9991180162,0.281979700399948
"20011","Bourbon County, KS","Kansas","KS",157526.249591195,434769.548671922,1.27650479954943
"20013","Brown County, KS","Kansas","KS",287049.991422551,793111.36772397,2.32745673692274
"20019","Chautauqua County, KS","Kansas","KS",885.304678517366,2356.97450394757,0.00727883078622166
"20020","Geneva County, AL","Alabama","AL",134185.068926976,346148.143374257,1.32150524401308
"20020","Henry County, AL","Alabama","AL",135179.772870155,345859.081631167,1.31395457234888
"20020","Houston County, AL","Alabama","AL",889394.791504154,2256457.37794032,8.45598467648827
"20023","Cheyenne County, KS","Kansas","KS",11135.240122133,30748.095615272,0.0902821199848486
"20025","Clark County, KS","Kansas","KS",117525.930738881,324674.699409698,0.952003465696285
"20027","Clay County, KS","Kansas","KS",78626.7038916718,219216.844752275,0.652212618297361
"20029","Cloud County, KS","Kansas","KS",65937.8986878783,181936.937187843,0.536385537821684
"20031","Coffey County, KS","Kansas","KS",117518.266578829,323446.420355306,0.953359594633165
"20033","Comanche County, KS","Kansas","KS",10844.0868876852,29957.5472958679,0.0878371037902505
"20039","Decatur County, KS","Kansas","KS",12697.6041002127,35050.4523856594,0.103023943202866
"20041","Dickinson County, KS","Kansas","KS",257650.113020383,713236.64884204,2.11546754375106
"20047","Edwards County, KS","Kansas","KS",16555.8504315592,45735.706969589,0.134111094118521
"20049","Elk County, KS","Kansas","KS",2635.91385792293,7371.26414534608,0.0214930716747017
"20053","Ellsworth County, KS","Kansas","KS",71267.5662766181,189586.18469979,0.587807956033954
"20060","Atkinson County, GA","Georgia","GA",24642.9955187518,72212.2717881486,0.287720435142818
"20060","Coffee County, GA","Georgia","GA",83402.1813780826,244407.599181301,0.976728208291772
"20063","Gove County, KS","Kansas","KS",1408.86032123094,3998.2496614278,0.0115652800970038
"20065","Graham County, KS","Kansas","KS",27847.8479961878,76862.4580197318,0.226002532495134
"20067","Grant County, KS","Kansas","KS",52277.836761365,144927.827752533,0.447037184757416
"20069","Gray County, KS","Kansas","KS",7346.79986701219,20694.1948701052,0.0656521673933425
"20071","Greeley County, KS","Kansas","KS",83.0076981799548,225.161605985369,0.000662115433135152
"20073","Greenwood County, KS","Kansas","KS",3757.93396225167,10111.0685953975,0.0312120875338355
"20075","Hamilton County, KS","Kansas","KS",466.413179164379,1617.63738162739,0.00364080532799525
"20077","Harper County, KS","Kansas","KS",16856.8548509643,45947.4117019778,0.136345927217969
"20081","Haskell County, KS","Kansas","KS",2724.95076891901,7200.63347405127,0.022938416780524
"20083","Hodgeman County, KS","Kansas","KS",24925.4902687326,68919.1742196936,0.202035252395426
"20089","Jewell County, KS","Kansas","KS",28150.3039210003,77757.117307618,0.228171611536738
"20093","Kearny County, KS","Kansas","KS",484.777861742824,1354.65488715267,0.00453081365607944
"20095","Kingman County, KS","Kansas","KS",23210.6730522857,64242.0071396362,0.193734975137725
"20097","Kiowa County, KS","Kansas","KS",35408.140624353,97817.4611102938,0.28680593905726
"20099","Labette County, KS","Kansas","KS",53198.164642109,145498.884647437,0.44765327156087
"20100","Kent County, DE","Delaware","DE",10254070.2604822,24155579.3062842,60.7887743859923
"20101","Lane County, KS","Kansas","KS",603.518554282895,1667.78189055939,0.00489238580494095
"20105","Lincoln County, KS","Kansas","KS",12128.8617277159,33506.8435263908,0.0982440739361283
"20109","Logan County, KS","Kansas","KS",35846.3463049202,99028.332111115,0.29036704717617
"20115","Marion County, KS","Kansas","KS",74454.6555842928,204469.570290365,0.607576851450291
"20117","Marshall County, KS","Kansas","KS",68467.8744650333,189646.163517151,0.561016264014407
"20119","Meade County, KS","Kansas","KS",628.102816876883,1736.28651902094,0.00513105952804874
"20123","Mitchell County, KS","Kansas","KS",156241.68148969,433678.833407983,1.28098999277734
"20125","Montgomery County, KS","Kansas","KS",110709.806359515,308060.959724754,0.967878896596542
"20127","Morris County, KS","Kansas","KS",117488.848406692,325357.532469873,0.957922811022302
"20129","Morton County, KS","Kansas","KS",15471.1581406389,40835.8513394004,0.124044975589515
"20131","Nemaha County, KS","Kansas","KS",123650.613470039,315899.495537048,1.05460956276766
"20133","Neosho County, KS","Kansas","KS",46126.4618505542,126212.298198962,0.375151646755358
"20135","Ness County, KS","Kansas","KS",117118.793419321,323549.954133035,0.948705653407843
"20137","Norton County, KS","Kansas","KS",17103.9144279226,47243.4555117943,0.13862830183328
"20140","Johnson County, GA","Georgia","GA",66554.5059292286,195491.470458444,0.785312662157489
"20140","Laurens County, GA","Georgia","GA",560439.439158221,1615490.42496146,6.4491189330285
"20141","Osborne County, KS","Kansas","KS",6408.71582897581,17713.1271795156,0.0521443500357171
"20145","Pawnee County, KS","Kansas","KS",260179.833513278,718766.322411237,2.10841271401565
"20147","Phillips County, KS","Kansas","KS",7308.0070115291,19838.8495710799,0.0601077376124024
"20151","Pratt County, KS","Kansas","KS",21928.5941386048,61104.0482603582,0.201146933511561
"20153","Rawlins County, KS","Kansas","KS",8110.20708519829,22406.6985134623,0.0666452573089136
"20157","Republic County, KS","Kansas","KS",49543.840045407,135793.0683955,0.410798901236694
"20159","Rice County, KS","Kansas","KS",2792.91398577698,7885.41929788456,0.0249806068977733
"20163","Rooks County, KS","Kansas","KS",13636.5471549794,36375.7616889306,0.109962290035216
"20165","Rush County, KS","Kansas","KS",6295.83301839913,17392.6783664713,0.050996247449033
"20167","Russell County, KS","Kansas","KS",55640.6311912156,150595.715234281,0.443281282436077
"20171","Scott County, KS","Kansas","KS",7327.24299610311,20648.8493749521,0.0595100068841516
"20179","Sheridan County, KS","Kansas","KS",8897.71797415939,24755.6027088859,0.0746959949197644
"20180","Clearfield County, PA","Pennsylvania","PA",9259365.57754043,22269693.425017,78.7114100413852
"20181","Sherman County, KS","Kansas","KS",23017.0578749545,63595.4839694265,0.186736205511365
"20183","Smith County, KS","Kansas","KS",17526.3096964269,48109.702392055,0.142651258534259
"20185","Stafford County, KS","Kansas","KS",131663.568626943,363879.199260474,1.0682362207667
"20187","Stanton County, KS","Kansas","KS",2010.88067881592,6508.48875411106,0.0234227603219977
"20189","Stevens County, KS","Kansas","KS",850.734292193758,2359.3305585389,0.00732859708922562
"20193","Thomas County, KS","Kansas","KS",18095.7139557603,49990.6734699636,0.146575283041659
"20195","Trego County, KS","Kansas","KS",6012.99052653007,16783.2647989575,0.0500250988107889
"20199","Wallace County, KS","Kansas","KS",453.340841600706,1257.47761461257,0.00382576542522193
"20201","Washington County, KS","Kansas","KS",54086.4588321329,149416.756206501,0.438153855538482
"20203","Wichita County, KS","Kansas","KS",39.4131046740306,110.035527929591,0.00036445315230523
"20205","Wilson County, KS","Kansas","KS",16010.5969704946,44263.275402376,0.131249451857851
"20207","Woodson County, KS","Kansas","KS",7350.25713904645,19947.7306547666,0.0599375562910418
"20220","Dubuque County, IA","Iowa","IA",1867478.45583274,4591118.21765687,14.8431380192508
"20260","Carlton County, MN","Minnesota","MN",656184.770773,1646724.39827701,5.95966462253241
"20260","Douglas County, WI","Wisconsin","WI",584554.759633788,1420476.39807552,5.38516049376638
"20260","St. Louis County, MN","Minnesota","MN",3188944.41443468,7910176.90613269,29.0388041089421
"20300","Moore County, TX","Texas","TX",43699.4626689367,140056.85930912,0.507654416948493
"20340","Stephens County, OK","Oklahoma","OK",250065.43542134,704219.668535971,2.62056774373871
"20420","La Plata County, CO","Colorado","CO",592535.470234485,1669327.81867048,5.69264423109501
"20460","Bryan County, OK","Oklahoma","OK",132368.812602404,379440.791367416,1.40244065816867
"20500","Chatham County, NC","North Carolina","NC",69454485.1533106,173784079.944247,673.591518646699
"20500","Durham County, NC","North Carolina","NC",522086502.91958,1306250581.58311,5063.78672903075
"20500","Orange County, NC","North Carolina","NC",327226166.242125,818712427.887634,3174.11931358335
"20500","Person County, NC","North Carolina","NC",24059866.7223035,60189569.3669648,233.29873639874
"20540","Dyer County, TN","Tennessee","TN",437582.424291862,1179200.73506196,4.37034281148818
"20580","Maverick County, TX","Texas","TX",296785.821326938,960856.066558542,3.47165840016596
"20660","Talbot County, MD","Maryland","MD",1818615.88697403,4014199.58524377,14.809005858062
"20700","Monroe County, PA","Pennsylvania","PA",4566487.21130427,11008471.9199036,34.5182414481615
"20740","Chippewa County, WI","Wisconsin","WI",826129.371676187,2024931.4482762,7.63174331633078
"20740","Eau Claire County, WI","Wisconsin","WI",1890765.11080378,4611930.56471741,17.4002007967457
"20780","Eagle County, CO","Colorado","CO",1264303.5324879,3538263.55149959,12.0956888852866
"20820","Cumberland County, IL","Illinois","IL",304957.010432414,871592.246494221,3.01421607415087
"20820","Effingham County, IL","Illinois","IL",301039.587924257,840230.500369161,2.91270408342903
"20900","Wharton County, TX","Texas","TX",1694677.60874783,5519864.80944854,19.9938232253286
"20940","Imperial County, CA","California","CA",2235892.20565046,6017294.42180058,19.7751906366613
"20980","Union County, AR","Arkansas","AR",229656.531167281,649837.923692851,2.04895007084309
"21001","Adair County, KY","Kentucky","KY",287125.464134222,751503.816056298,2.48680972291012
"21020","Pasquotank County, NC","North Carolina","NC",1308770.95115245,3298295.84749795,12.6700622319711
"21025","Breathitt County, KY","Kentucky","KY",32368.7346899436,91044.9987306634,0.351712730351399
"21027","Breckinridge County, KY","Kentucky","KY",340209.193465362,889325.824327315,2.93504000631383
"21033","Caldwell County, KY","Kentucky","KY",24900.035383614,66088.1002217167,0.231666846330361
"21041","Carroll County, KY","Kentucky","KY",143152.074672837,373571.414651211,1.32200684927778
"21045","Casey County, KY","Kentucky","KY",107037.333946465,279845.226521503,0.920744074645265
"21053","Clinton County, KY","Kentucky","KY",102400.013352974,267687.513903467,0.880753142968608
"21055","Crittenden County, KY","Kentucky","KY",71519.6432562376,186960.878203853,0.615092472852756
"21057","Cumberland County, KY","Kentucky","KY",120315.716238493,315388.584090598,1.05278923970728
"21060","Hardin County, KY","Kentucky","KY",1782434.28095829,4668368.57144899,15.4876458694473
"21060","Larue County, KY","Kentucky","KY",527423.680397495,1379022.68446498,4.53716387641777
"21063","Elliott County, KY","Kentucky","KY",115816.619513766,304083.076256647,0.9906051122951
"21069","Fleming County, KY","Kentucky","KY",475889.081515606,1250682.8277916,4.17315922316146
"21075","Fulton County, KY","Kentucky","KY",16461.0113811843,46795.0225942738,0.157190881629505
"21079","Garrard County, KY","Kentucky","KY",1076108.39322289,2813908.29635113,9.36430138964989
"21085","Grayson County, KY","Kentucky","KY",344576.574982237,891023.016883826,2.9505649889013
"21091","Hancock County, KY","Kentucky","KY",20836.9334952001,56697.1182097675,0.203370379262367
"21095","Harlan County, KY","Kentucky","KY",267201.306553162,699760.772945829,2.3015511198983
"21097","Harrison County, KY","Kentucky","KY",534057.672454703,1420467.47133988,4.73281437085091
"21099","Hart County, KY","Kentucky","KY",608943.168161449,1596628.46635311,5.32460172147135
"21105","Hickman County, KY","Kentucky","KY",7130.53558542086,18992.2777900013,0.0630322120540113
"21109","Jackson County, KY","Kentucky","KY",202882.776703689,530413.59457342,1.74569753681415
"21115","Johnson County, KY","Kentucky","KY",172737.145771668,451705.642482626,1.48571369705616
"21119","Knott County, KY","Kentucky","KY",105616.049402293,276079.036031574,0.907407994192854
"21120","Beckham County, OK","Oklahoma","OK",200762.951324594,560960.362010956,2.09675636853201
"21129","Lee County, KY","Kentucky","KY",99989.4620864284,261376.114707831,0.860273269892281
"21131","Leslie County, KY","Kentucky","KY",165321.002223743,431901.34214479,1.42857601645515
"21133","Letcher County, KY","Kentucky","KY",110722.812440231,289355.343464258,0.952419001888425
"21135","Lewis County, KY","Kentucky","KY",167718.448491485,438576.496533037,1.50095040260579
"21140","Elkhart County, IN","Indiana","IN",1986227.72557459,5348243.39534813,17.7427802792283
"21141","Logan County, KY","Kentucky","KY",550550.650131558,1474440.42137662,5.22146966431825
"21143","Lyon County, KY","Kentucky","KY",90780.7708271929,244015.497819776,0.903019304484015
"21147","McCreary County, KY","Kentucky","KY",236878.233999224,621320.549669068,2.07443773609011
"21153","Magoffin County, KY","Kentucky","KY",108638.643603836,283705.537986551,0.938295172402179
"21155","Marion County, KY","Kentucky","KY",313111.521925447,818656.300473766,2.70825223704625
"21157","Marshall County, KY","Kentucky","KY",127477.848067863,338854.859757505,1.1838960576803
"21159","Martin County, KY","Kentucky","KY",60582.7544233864,158516.509811533,0.523635146021869
"21161","Mason County, KY","Kentucky","KY",713516.26246084,1861069.3713872,6.26674527306877
"21167","Mercer County, KY","Kentucky","KY",775044.358455956,2025524.54150366,6.69999953551872
"21171","Monroe County, KY","Kentucky","KY",121232.549162409,317914.405425494,1.06053554329216
"21175","Morgan County, KY","Kentucky","KY",78344.3086158721,202899.467065663,0.739801522763798
"21177","Muhlenberg County, KY","Kentucky","KY",267536.112188638,702410.787270508,2.37592683325684
"21180","Randolph County, WV","West Virginia","WV",244212.884144946,647808.930270717,1.95598946606686
"21181","Nicholas County, KY","Kentucky","KY",338769.861748079,885446.162709219,2.93225533209532
"21183","Ohio County, KY","Kentucky","KY",161757.836690222,425081.90547682,1.42663991472641
"21187","Owen County, KY","Kentucky","KY",145121.760604486,378199.300993311,1.32362025884507
"21189","Owsley County, KY","Kentucky","KY",15031.6352787468,55709.9323423627,0.120042588887493
"21193","Perry County, KY","Kentucky","KY",264382.453547608,691114.221419454,2.2846218686603
"21197","Powell County, KY","Kentucky","KY",346499.450401049,904270.78494945,2.99007776838011
"21201","Robertson County, KY","Kentucky","KY",14394.2486586565,37534.1504181498,0.134050950751927
"21205","Rowan County, KY","Kentucky","KY",1293964.26959597,3382635.75017151,11.3084224297369
"21207","Russell County, KY","Kentucky","KY",64521.5406283698,168585.331784348,0.555190106226447
"21219","Todd County, KY","Kentucky","KY",157932.524742219,420874.27517948,1.49735211818836
"21220","Elko County, NV","Nevada","NV",116278.559500123,377957.398858822,1.11861421144845
"21220","Eureka County, NV","Nevada","NV",19417.9196208602,102367.170010152,0.168953852567145
"21223","Trimble County, KY","Kentucky","KY",79209.0849926574,207057.054251018,0.681317467284201
"21225","Union County, KY","Kentucky","KY",58144.3453772011,153643.767951995,0.541744541272843
"21229","Washington County, KY","Kentucky","KY",150827.366941741,396150.69095166,1.33130860900133
"21231","Wayne County, KY","Kentucky","KY",277069.540922397,725448.857896076,2.39148114754193
"21237","Wolfe County, KY","Kentucky","KY",4491.64845650111,11747.3879994525,0.0386216194382318
"21260","Kittitas County, WA","Washington","WA",2423067.53749188,5873711.51601224,18.8841524160991
"21300","Chemung County, NY","New York","NY",3251641.52732244,7698131.44910677,23.5641399700036
"21340","El Paso County, TX","Texas","TX",20354406.6988016,65544354.9040927,236.87877861488
"21340","Hudspeth County, TX","Texas","TX",5695.79823242476,18487.9477375431,0.066867465179031
"21380","Chase County, KS","Kansas","KS",101038.141028898,279083.310802343,0.818619997786541
"21380","Lyon County, KS","Kansas","KS",370860.107663198,1021391.90342323,3.04365639421941
"21420","Garfield County, OK","Oklahoma","OK",276587.714641595,778827.150638071,2.87781221467618
"21460","Coffee County, AL","Alabama","AL",518813.794047594,1342124.8701592,5.05646241730797
"21500","Erie County, PA","Pennsylvania","PA",9845370.44566604,23735726.0965276,84.0256023005598
"21540","Delta County, MI","Michigan","MI",244026.955041227,633092.635965404,2.37554135600457
"21580","Rio Arriba County, NM","New Mexico","NM",309284.315134363,730708.50949296,2.45542181979489
"21640","Barbour County, AL","Alabama","AL",260332.031407125,646733.170445453,2.42156609044713
"21640","Quitman County, GA","Georgia","GA",13511.210246204,41409.2870914858,0.155667699089378
"21660","Lane County, OR","Oregon","OR",52058327.0348782,126410046.891674,458.147835989194
"21700","Humboldt County, CA","California","CA",535421.559798747,1461368.4799402,4.70973889630045
"21740","Rich County, UT","Utah","UT",35955.7815536067,98769.7832153665,0.41308639065203
"21740","Uinta County, WY","Wyoming","WY",19326.9865046979,55465.7284829868,0.185145085887241
"21780","Posey County, IN","Indiana","IN",222701.08192636,599134.715544303,1.96107843694439
"21780","Vanderburgh County, IN","Indiana","IN",1890238.45169408,5079221.4140456,16.7762111735456
"21780","Warrick County, IN","Indiana","IN",771852.524524455,2066846.35197524,6.82009159586448
"21820","Fairbanks North Star Borough, AK","Alaska","AK",8542962.93078803,33921737.0316306,66.7123065693609
"21860","Martin County, MN","Minnesota","MN",291697.277185893,733173.22952843,2.63951703050472
"21900","Marion County, WV","West Virginia","WV",4538755.92684842,12665959.1547894,35.2311420551404
"21980","Churchill County, NV","Nevada","NV",165935.460422364,795187.029590603,1.4478995787759
"22003","Allen Parish, LA","Louisiana","LA",150041.963197149,448857.69627937,1.60574414105615
"22009","Avoyelles Parish, LA","Louisiana","LA",136590.963524671,369822.63733278,1.30739847105939
"22013","Bienville Parish, LA","Louisiana","LA",148351.408244146,413759.097374514,1.46250367085691
"22020","Cass County, ND","North Dakota","ND",5984386.99483475,22055350.253459,44.3663705048377
"22020","Clay County, MN","Minnesota","MN",1709552.76685514,5774312.96343512,13.4024060575575
"22021","Caldwell Parish, LA","Louisiana","LA",37629.9737196072,106290.722293117,0.373908032888229
"22025","Catahoula Parish, LA","Louisiana","LA",43139.4681066916,119867.015928812,0.421941760575987
"22027","Claiborne Parish, LA","Louisiana","LA",155923.77119949,430727.88258601,1.52229137715087
"22035","East Carroll Parish, LA","Louisiana","LA",25992.6946918654,73953.8380212931,0.262969782611251
"22039","Evangeline Parish, LA","Louisiana","LA",300349.95755098,841831.322518834,2.98719920703503
"22041","Franklin Parish, LA","Louisiana","LA",61309.0032562881,170097.928180071,0.596987740320842
"22049","Jackson Parish, LA","Louisiana","LA",73434.3626417832,207039.008317768,0.735104015920413
"22059","La Salle Parish, LA","Louisiana","LA",48914.0696540921,135805.355583828,0.478834676644721
"22060","Rice County, MN","Minnesota","MN",2967160.67459312,7356805.76954023,26.9716274761079
"22065","Madison Parish, LA","Louisiana","LA",25453.1088041846,71303.9610412238,0.247820482637145
"22081","Red River Parish, LA","Louisiana","LA",68389.5026930444,193879.179429895,0.68558878157932
"22085","Sabine Parish, LA","Louisiana","LA",90817.9015686987,252678.586091389,0.892071976443142
"22100","St. Francois County, MO","Missouri","MO",1250256.10626832,2948167.65721681,10.7632031758322
"22107","Tensas Parish, LA","Louisiana","LA",19412.6690442786,54290.079014277,0.191443388451434
"22115","Vernon Parish, LA","Louisiana","LA",178613.557467245,507230.672594189,1.73067697734458
"22123","West Carroll Parish, LA","Louisiana","LA",20198.4464225186,55802.5710284682,0.197617387435559
"22127","Winn Parish, LA","Louisiana","LA",57618.9033328953,166383.571302325,0.587715282739185
"22140","San Juan County, NM","New Mexico","NM",483830.321658135,1221150.00090598,4.20914625911227
"22180","Cumberland County, NC","North Carolina","NC",10941313.5845983,27453015.5766147,105.787372047788
"22180","Hoke County, NC","North Carolina","NC",1648164.22014498,4119748.11496613,15.9075908115897
"22190","Lincoln County, TN","Tennessee","TN",558969.1351218,1469600.58918741,5.46539996252203
"22220","Benton County, AR","Arkansas","AR",1669697.25639333,4681704.56048542,14.9937218057722
"22220","Madison County, AR","Arkansas","AR",55814.957311289,156425.805854046,0.494900669101883
"22220","Washington County, AR","Arkansas","AR",8455189.06707472,23720346.2150777,74.587539441538
"22260","Otter Tail County, MN","Minnesota","MN",597407.855381036,1609177.05163762,5.29455810013979
"22300","Hancock County, OH","Ohio","OH",510225.936833391,1322604.55485559,4.97482576441038
"22340","Ben Hill County, GA","Georgia","GA",33511.854940627,98343.9855824393,0.394786402689648
"22380","Coconino County, AZ","Arizona","AZ",10258863.5534257,30115650.9598419,104.574959708488
"22420","Genesee County, MI","Michigan","MI",22692457.7031308,57825207.7243065,220.096503691521
"22500","Darlington County, SC","South Carolina","SC",369141.813275706,1005071.95124071,3.7298056222758
"22500","Florence County, SC","South Carolina","SC",875122.66040304,2435039.54928697,8.70884700375064
"22520","Colbert County, AL","Alabama","AL",641834.999455826,1611087.02210005,5.97448684940734
"22520","Lauderdale County, AL","Alabama","AL",914736.688511494,2276461.74299186,8.49950799347931
"22540","Fond du Lac County, WI","Wisconsin","WI",2830285.2638663,6737188.88710225,26.5619046083186
"22580","Rutherford County, NC","North Carolina","NC",1203862.77293233,3035706.39603177,11.7021658564651
"22620","St. Francis County, AR","Arkansas","AR",318675.681839872,871711.625931878,3.10452028517438
"22660","Larimer County, CO","Colorado","CO",57966135.2219926,162497277.170032,555.380724891485
"22700","Webster County, IA","Iowa","IA",277498.852929837,686738.211901871,2.22512996886821
"22780","Pulaski County, MO","Missouri","MO",420433.615014782,1042510.53720766,3.57044664134176
"22800","Lee County, IA","Iowa","IA",566420.069015301,1391936.43711365,4.49471427254028
"22820","Morgan County, CO","Colorado","CO",442754.466291021,1243439.64364636,4.26093381254407
"22840","DeKalb County, AL","Alabama","AL",523452.130889172,1298966.85226098,4.85696357705994
"22900","Crawford County, AR","Arkansas","AR",225249.413319716,638084.672983674,2.03313627564781
"22900","Sebastian County, AR","Arkansas","AR",565755.424709908,1602704.47660236,5.08667460348477
"22900","Sequoyah County, OK","Oklahoma","OK",258127.909673472,719170.415152431,2.59869848016668
"23003","Aroostook County, ME","Maine","ME",467806.74356708,1094338.51156513,4.27564860190904
"23007","Franklin County, ME","Maine","ME",623653.398891651,1455000.91519304,5.74506822956467
"23009","Hancock County, ME","Maine","ME",68276909.5436906,159138029.538232,634.863872044278
"23013","Knox County, ME","Maine","ME",864591.829011902,2019607.95939013,8.00216203631275
"23015","Lincoln County, ME","Maine","ME",1143337.02086843,2632613.47210912,10.1103261451002
"23017","Oxford County, ME","Maine","ME",900142.441170956,2111129.93050975,7.96928508271284
"23021","Piscataquis County, ME","Maine","ME",564290.707865057,1311276.66760783,5.13442076938249
"23025","Somerset County, ME","Maine","ME",857535.376525779,1998477.17205293,7.85551185857171
"23027","Waldo County, ME","Maine","ME",1230543.55784376,2862159.86473236,11.3794733325916
"23029","Washington County, ME","Maine","ME",3553224.39526046,8281801.8931012,33.0032645689981
"23060","Allen County, IN","Indiana","IN",5856570.91278808,15544156.2089833,52.7145054720694
"23060","Wells County, IN","Indiana","IN",278877.322649235,754899.722861438,2.48563936760305
"23060","Whitley County, IN","Indiana","IN",417490.394556385,1117369.60025724,3.72042457224085
"23140","Clinton County, IN","Indiana","IN",1337924.86564205,3600692.7420347,11.8518913101104
"23180","Anderson County, KY","Kentucky","KY",1379363.99716056,3573307.20562743,12.2017571334365
"23180","Franklin County, KY","Kentucky","KY",2199381.16843251,5757663.64241004,19.0644675586655
"23190","Simpson County, KY","Kentucky","KY",379232.262644524,996103.683636499,3.46569676526151
"23240","Gillespie County, TX","Texas","TX",365702.041415548,1182522.96726572,4.28394024767741
"23300","Stephenson County, IL","Illinois","IL",435012.103497511,1239686.33130803,4.29272930176073
"23340","Dodge County, NE","Nebraska","NE",799952.010783672,2078461.27457652,7.35905676830304
"23380","Sandusky County, OH","Ohio","OH",887129.55191819,2319341.37172558,8.70140614659056
"23420","Fresno County, CA","California","CA",17023145.0908625,45751589.1443699,150.013439618786
"23420","Madera County, CA","California","CA",1978253.96944411,5306534.95964441,17.4028792176113
