CBSA_FIPS,CBSA_NAME,account_name,raw_funding,econ_impact,jobs
01027,Clay County,TIP,4186.693790663595,11052.871607351892,0.058148524870327706
01029,Cleburne County,BIO,3882.780590666299,10250.54075935903,0.05392750820369859
01029,Cleburne County,CSE,1630.57796951323,4304.725839514927,0.022646916243239307
01029,Cleburne County,EDU,10649.05378408018,28113.50198997168,0.1479035247788914
01029,Cleburne County,ENG,3413.5669491169665,9011.816745668792,0.04741065207106898
01029,Cleburne County,GEO,2669.5612426769603,7047.641680667176,0.03707723948162445
01029,Cleburne County,MPS,5615.570215405558,14825.105368670675,0.07799403076952163
01029,Cleburne County,OIA,4533.759389880959,11969.124789285732,0.06296888041501332
01029,Cleburne County,OISE,186.38708003375024,492.06189128910063,0.0025887094449131977
01029,Cleburne County,OPP,2003.0337630839474,5288.009134541621,0.027819913376165937
01029,Cleburne County,SBE,539.3195476260265,1423.8036057327101,0.007490549272583701
01029,Cleburne County,TIP,3964.176937128615,10465.427114019543,0.05505801301567521
01035,Conecuh County,BIO,6863.239917816667,18118.953383036,0.0953227766363426
01035,Conecuh County,CSE,3013.898468566795,7956.69195701634,0.0418597009523166
01035,Conecuh County,EDU,8946.306387283697,23618.24886242896,0.12425425537894025
01035,Conecuh County,ENG,5102.488310580354,13470.569139932135,0.07086789320250492
01035,Conecuh County,GEO,4738.934321015453,12510.786607480797,0.06581853223632574
01035,Conecuh County,MPS,5437.3279912334765,14354.545896856378,0.07551844432268717
01035,Conecuh County,OIA,10909.097945841297,28800.018577021023,0.15151524924779577
01035,Conecuh County,OISE,303.87517078719725,802.2304508782008,0.004220488483155517
01035,Conecuh County,OPP,761.0974088385769,2009.2971593338432,0.010570797344980235
01035,Conecuh County,SBE,1284.9051493301388,3392.1495942315664,0.01784590485180748
01035,Conecuh County,TIP,4368.924968451127,11533.961916710976,0.0606795134507101
01039,Covington County,BIO,11785.837356162243,31114.610620268322,0.16369218550225337
01039,Covington County,CSE,6558.927192912659,17315.56778928942,0.09109621101267582
01039,Covington County,EDU,24969.36819193335,65919.13202670404,0.34679678044351875
01039,Covington County,ENG,11424.476261560816,30160.617330520556,0.15867328141056689
01039,Covington County,GEO,4949.282595553348,13066.106052260839,0.06874003604935205
01039,Covington County,MPS,10750.272183509067,28380.71856446394,0.14930933588207038
01039,Covington County,OIA,15540.333815098431,41026.48127185986,0.21583796965414487
01039,Covington County,OISE,475.3455497022771,1254.9122512140116,0.006602021523642737
01039,Covington County,OPP,1178.10341033522,3110.1930032849805,0.016362547365766943
01039,Covington County,SBE,1720.8548753152982,4543.056870832387,0.02390076215715692
01039,Covington County,TIP,5942.729097699679,15688.804817927154,0.08253790413471776
01041,Crenshaw County,BIO,9299.539560977075,24550.784440979478,0.12916027168023714
01041,Crenshaw County,CSE,5895.139777631163,15563.169012946271,0.08187694135598837
01041,Crenshaw County,EDU,26674.46995670495,70420.60068570107,0.37047874939867986
01041,Crenshaw County,ENG,11147.057183638579,29428.23096480585,0.15482023866164693
01041,Crenshaw County,GEO,3116.6928010035513,8228.068994649375,0.043287400013938215
01041,Crenshaw County,MPS,9156.494145715133,24173.14454468795,0.12717352980159907
01041,Crenshaw County,OIA,10127.721501864271,26737.184764921676,0.14066279863700376
01041,Crenshaw County,OISE,285.4940098135135,753.7041859076758,0.0039651945807432434
01041,Crenshaw County,OPP,637.1531180932463,1682.0842317661704,0.008849348862406198
01041,Crenshaw County,SBE,1233.6616545753172,3256.8667680788376,0.017134189646879405
01041,Crenshaw County,TIP,3309.2278290096096,8736.36146858537,0.04596149762513347
01053,Escambia County,BIO,17414.266941395104,45973.66472528308,0.24186481863048756
01053,Escambia County,CSE,5765.25773408784,15220.280417991897,0.08007302408455333
01053,Escambia County,EDU,22038.196526532058,58180.83883004464,0.3060860628685008
01053,Escambia County,ENG,9740.913666351194,25716.012079167154,0.13529046758821103
01053,Escambia County,GEO,12244.734256194359,32326.09843635311,0.17006575355825498
01053,Escambia County,MPS,9587.820077665603,25311.845005037194,0.1331641677453556
01053,Escambia County,OIA,22738.80040978082,60030.433081821364,0.31581667235806693
01053,Escambia County,OISE,590.9356114032959,1560.0700141047012,0.008207439047267999
01053,Escambia County,OPP,2242.206472355036,5919.4250870172955,0.03114175656048661
01053,Escambia County,SBE,1696.4486912668829,4478.6245449445705,0.023561787378706706
01053,Escambia County,TIP,7151.855203799306,18880.89773803017,0.09933132227499036
01057,Fayette County,BIO,35242.88178581235,93041.20791454462,0.48948446924739375
01057,Fayette County,CSE,19198.684273840205,50684.52648293814,0.26664839269222507
01057,Fayette County,EDU,51640.213283543606,136330.16306855512,0.7172251844936612
01057,Fayette County,ENG,49199.008891936675,129885.38347471283,0.683319567943565
01057,Fayette County,GEO,20019.670287181027,52851.92955815791,0.27805097621084757
01057,Fayette County,MPS,33294.199156123046,87896.68577216484,0.4624194327239312
01057,Fayette County,OIA,102801.90090721846,271397.0183950567,1.427804179266923
01057,Fayette County,OISE,3851.036686080324,10166.736851252057,0.053486620640004506
01057,Fayette County,OPP,17048.837106627612,45008.9299614969,0.23678940425871683
01057,Fayette County,SBE,13777.5111978148,36372.62956223107,0.1913543221918722
01057,Fayette County,TIP,49981.919973582866,131952.26873025877,0.6941933329664287
01075,Lamar County,BIO,13959.288342218879,36852.52122345784,0.19387900475303999
01075,Lamar County,CSE,7114.556365819454,18782.42880576336,0.09881328285860352
01075,Lamar County,EDU,20591.23119554679,54360.85035624352,0.28598932216037204
01075,Lamar County,ENG,14508.77273607192,38303.16002322987,0.20151073244544335
01075,Lamar County,GEO,6278.184948675949,16574.408264504505,0.08719701317605486
01075,Lamar County,MPS,12449.902948202347,32867.7437832542,0.1729153187250326
01075,Lamar County,OIA,33798.410909379134,89227.80480076092,0.46942237374137685
01075,Lamar County,OISE,996.625267717285,2631.0907067736325,0.013842017607184514
01075,Lamar County,OPP,2558.4269961003647,6754.247269704963,0.03553370827917173
01075,Lamar County,SBE,3774.9786945643687,9965.943753649934,0.052430259646727345
01075,Lamar County,TIP,15504.324939177375,40931.41783942827,0.21533784637746353
01091,Marengo County,BIO,15978.717881381375,42183.81520684683,0.221926637241408
01091,Marengo County,CSE,8843.72088412559,23347.42313409156,0.12282945672396654
01091,Marengo County,EDU,63933.665894839876,168784.87796237727,0.887967581872776
01091,Marengo County,ENG,22972.15361043087,60646.485531537495,0.3190576890337621
01091,Marengo County,GEO,6938.162328049501,18316.748546050683,0.09636336566735419
01091,Marengo County,MPS,15561.33600278794,41081.927047360165,0.21612966670538808
01091,Marengo County,OIA,47063.5810123603,124247.8538726312,0.6536608473938931
01091,Marengo County,OISE,1966.8226570982963,5192.411814739503,0.027316981348587448
01091,Marengo County,OPP,5058.3608319835585,13354.072596436596,0.07025501155532721
01091,Marengo County,SBE,6921.545115248433,18272.879104255862,0.09613257104511712
01091,Marengo County,TIP,25371.766133837646,66981.4625933314,0.3523856407477451
01093,Marion County,BIO,17169.695969561057,45327.997359641195,0.2384679995772369
01093,Marion County,CSE,9450.482169189041,24949.27292665907,0.13125669679429225
01093,Marion County,EDU,27264.421108230315,71978.07172572803,0.37867251539208774
01093,Marion County,ENG,18763.802411903824,49536.4383674261,0.26060836683199756
01093,Marion County,GEO,7758.488056120862,20482.408468159076,0.1077567785572342
01093,Marion County,MPS,17299.089547931435,45669.59640653899,0.2402651326101588
01093,Marion County,OIA,46901.56569083634,123820.13342380794,0.6514106345949492
01093,Marion County,OISE,1504.9728150886147,3973.1282318339427,0.020902400209564093
01093,Marion County,OPP,3857.449500633711,10183.666681672998,0.05357568750880154
01093,Marion County,SBE,5499.919109031328,14519.786447842707,0.07638776540321289
01093,Marion County,TIP,21585.996045105196,56987.02955907772,0.29980550062646105
01099,Monroe County,BIO,7816.845793798435,20636.47289562787,0.10856730269164493
01099,Monroe County,CSE,3420.4622547138915,9030.020352444673,0.047506420204359606
01099,Monroe County,EDU,16141.313124546037,42613.06664880154,0.22418490450758385
01099,Monroe County,ENG,6548.416846566781,17287.820474936303,0.09095023398009418
01099,Monroe County,GEO,2453.120067937633,6476.236979355352,0.034071112054689344
01099,Monroe County,MPS,6769.620022184499,17871.79685856708,0.09402250030811804
01099,Monroe County,OIA,19278.368364906237,50894.892483352465,0.2677551161792533
01099,Monroe County,OISE,433.66596431546856,1144.8781457928371,0.006023138393270396
01099,Monroe County,OPP,833.5813762350696,2200.654833260584,0.011577519114375967
01099,Monroe County,SBE,1418.6803521707227,3745.3161297307083,0.019703893780148925
01099,Monroe County,TIP,5944.213850202024,15692.724564533344,0.08255852569725033
01105,Perry County,BIO,7092.02390106444,18722.943098810123,0.09850033195922833
01105,Perry County,CSE,3249.2029745330565,8577.89585276727,0.0451278190907369
01105,Perry County,EDU,12665.87749416115,33437.91658458544,0.17591496519668265
01105,Perry County,ENG,8380.225716705845,22123.795892103433,0.11639202384313674
01105,Perry County,GEO,3442.7752653067314,9088.926700409771,0.04781632312926016
01105,Perry County,MPS,5897.121376696744,15568.400434479405,0.08190446356523255
01105,Perry County,OIA,19216.95413858766,50732.75892587142,0.2669021408137175
01105,Perry County,OISE,685.2388059610321,1809.0304477371249,0.009517205638347667
01105,Perry County,OPP,1813.9261682212077,4788.765084103989,0.02519341900307233
01105,Perry County,SBE,2220.0688501014774,5860.981764267901,0.03083428958474274
01105,Perry County,TIP,8854.162752266731,23374.989665984172,0.12297448267037127
01111,Randolph County,BIO,16951.316855354646,44751.47649813627,0.2354349563243701
01111,Randolph County,CSE,8407.66841062231,22196.2446040429,0.11677317236975429
01111,Randolph County,EDU,22518.840052972806,59449.73773984821,0.3127616674024001
01111,Randolph County,ENG,16337.004455123066,43129.6917615249,0.22690283965448702
01111,Randolph County,GEO,7292.531664782149,19252.283595024874,0.10128516201086318
01111,Randolph County,MPS,17239.995671674613,45513.58857322098,0.23944438432881407
01111,Randolph County,OIA,15935.77577378063,42070.44804278087,0.22133021908028652
01111,Randolph County,OISE,588.396189497765,1553.3659402740998,0.00817216929858007
01111,Randolph County,OPP,1557.5198017819298,4111.852276704295,0.02163221946919347
01111,Randolph County,SBE,1178.0929656610765,3110.165429345242,0.016362402300848285
01111,Randolph County,TIP,4177.092274408776,11027.523604439168,0.05801517047789966
01119,Sumter County,BIO,12227.268316781756,32279.98835630384,0.1698231710664133
01119,Sumter County,CSE,7178.859142866543,18952.188137167675,0.09970637698425755
01119,Sumter County,EDU,288074.90256945736,760517.7427833675,4.001040313464686
01119,Sumter County,ENG,15268.475055848337,40308.77414743961,0.21206215355344912
01119,Sumter County,GEO,6737.542630337265,17787.11254409038,0.09357698097690646
01119,Sumter County,MPS,12433.347002112889,32824.03608557803,0.17268537502934567
01119,Sumter County,OIA,33821.891579382376,89289.79376956947,0.46974849415808856
01119,Sumter County,OISE,1052.12715812985,2777.615697462804,0.014612877196247915
01119,Sumter County,OPP,2600.392995580373,6865.037508332184,0.03611656938306074
01119,Sumter County,SBE,3796.665034010298,10023.195689787186,0.05273145880569858
01119,Sumter County,TIP,14287.152855048847,37718.08353732896,0.19843267854234511
01129,Washington County,BIO,6044.874044515173,15958.467477520058,0.08395658395159963
01129,Washington County,CSE,2694.5514984445363,7113.615955893576,0.037424326367285224
01129,Washington County,EDU,12318.188048881222,32520.016449046427,0.17108594512335032
01129,Washington County,ENG,3830.694811432581,10113.034302182014,0.05320409460323029
01129,Washington County,GEO,1797.6973976577835,4745.921129816549,0.02496801941191366
01129,Washington County,MPS,5107.325839409494,13483.340216041064,0.07093508110290964
01129,Washington County,OIA,10625.030176582799,28050.07966617859,0.14756986356364998
01129,Washington County,OISE,278.34469684068995,734.8299996594214,0.003865898567231805
01129,Washington County,OPP,577.2327784863817,1523.8945352040478,0.008017121923421968
01129,Washington County,SBE,824.7911679026488,2177.4486832629927,0.011455432887536789
01129,Washington County,TIP,4014.603960860368,10598.55445667137,0.055758388345282885
01131,Wilcox County,BIO,8461.43317753135,22338.183588682765,0.11751990524349096
01131,Wilcox County,CSE,2812.0698303703994,7423.864352177855,0.0390565254218111
01131,Wilcox County,EDU,10722.669433099583,28307.8473033829,0.14892596434860533
01131,Wilcox County,ENG,4510.70072304358,11908.249908835052,0.06264862115338306
01131,Wilcox County,GEO,6245.390234539066,16487.830219183135,0.0867415310352648
01131,Wilcox County,MPS,5656.293724771631,14932.615433397106,0.07855963506627266
01131,Wilcox County,OIA,6871.101867449556,18139.70893006683,0.09543197038124383
01131,Wilcox County,OISE,156.95671928440538,414.3657389108302,0.0021799544345056303
01131,Wilcox County,OPP,389.19559532807546,1027.4763716661193,0.0054054943795566034
01131,Wilcox County,SBE,636.8296600445559,1681.2303025176277,0.008844856389507721
