"CBSA_FIPS","CBSA_NAME","budg_CBET_cuts","budg_CHE_cuts","budg_NSF_cuts","econ_budg_CBET_cuts","econ_budg_CHE_cuts","econ_budg_NSF_cuts","jobs_budg_CBET_cuts","jobs_budg_CHE_cuts","jobs_budg_NSF_cuts"
"10900","Allentown-Bethlehem-Easton, PA-NJ",959159.250307957,523785.444076254,1482944.69438421,2532180.42081301,1382793.57236131,3914973.99317432,13.3216562542772,7.27479783439241,20.5964540886696
"10940","Alma, MI",7995.64880785086,7545.68061120499,15541.3294190558,21108.5128527263,19920.5968135812,41029.1096663074,0.111050677886817,0.104801119600069,0.215851797486887
"10980","Alpena, MI",3419.73258908222,3034.26041505476,6453.99300413698,9028.09403517706,8010.44749574456,17038.5415309216,0.0474962859594753,0.0421425057646494,0.0896387917241247
"11020","Altoona, PA",281844.522194525,139268.975244826,421113.497439351,744069.538593546,367670.094646341,1111739.63323989,3.91450725270173,1.93429132284481,5.84879857554654
"11060","Altus, OK",3116.29594668253,1093.56300334634,4209.85895002887,8227.02129924187,2887.00632883433,11114.0276280762,0.0432818881483684,0.0151883750464769,0.0584702631948453
"11100","Amarillo, TX",97685.1590497508,24737.8313677053,122422.990417456,257888.819891342,65307.8748107419,323196.694702084,1.35673832013543,0.343580991218129,1.70031931135356
"11140","Americus, GA",907.775563800008,1081.00449260025,1988.78005640026,2396.52748843202,2853.85186046466,5250.37934889668,0.0126079939416668,0.0150139512861146,0.0276219452277814
"11180","Ames, IA",817089.296236815,544562.484474389,1361651.7807112,2157115.74206519,1437644.95901239,3594760.70107758,11.3484624477335,7.56336783992207,18.9118302876556
"11200","Amherst Town-Northampton, MA",775016.68220279,208656.105905309,983672.788108098,2046044.04101536,550852.119590015,2596896.16060538,10.7641205861499,2.89800147090706,13.6621220570569
"11220","Amsterdam, NY",14970.5283967343,8986.66290022374,23957.191296958,39522.1949673784,23724.7900565907,63246.9850239691,0.207924005510198,0.124814762503108,0.332738768013306
